argF	P06960	argF		b0273	JW0266	OTC2_ECOLI	Cytoplasm. 	Evidence at protein level	ATCase/OTCase family	Ornithine carbamoyltransferase chain F (EC 2.1.3.3) (OTCase-2)	GO:0016597; GO:0006526; GO:0004585; GO:0009348	Amino-acid biosynthesis; Arginine biosynthesis; Complete proteome; Cytoplasm; Direct protein sequencing; Transferase	334	=HYPERLINK("http://www.uniprot.org/uniprot/?query=argF&sort=score")
cspB	P36995	cspB		b1557	JW1549	CSPB_ECOLI	Cytoplasm. 	Evidence at transcript level		Cold shock-like protein cspB (CSP-B)	GO:0003677; GO:0005737; GO:0006355; GO:0006950; GO:0006350	Activator; Complete proteome; Cytoplasm; DNA-binding; Stress response; Transcription; Transcription regulation	71	=HYPERLINK("http://www.uniprot.org/uniprot/?query=cspB&sort=score")
cspF	P0A976	cspF		b1558	JW1550	CSPF_ECOLI	Cytoplasm. 	Inferred from homology		Cold shock-like protein cspF (CSP-F)	GO:0003677; GO:0005737; GO:0006355; GO:0006350	Activator; Complete proteome; Cytoplasm; DNA-binding; Transcription; Transcription regulation	70	=HYPERLINK("http://www.uniprot.org/uniprot/?query=cspF&sort=score")
yagA	P37007	yagA		b0267	JW0260	YAGA_ECOLI		Evidence at protein level		Uncharacterized protein yagA	GO:0003677; GO:0015074; GO:0005515	Complete proteome	384	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yagA&sort=score")
fbpC	P37009	fbpC	afuC yagC	b0262	JW0254	FBPC_ECOLI	Cell inner membrane; Peripheral membrane protein. 	Inferred from homology	ABC transporter superfamily, Fe(3+) ion importer (TC 3.A.1.10) family	Fe(3+) ions import ATP-binding protein FbpC (EC 3.6.3.30)	GO:0005524; GO:0043190; GO:0015408; GO:0005886	ATP-binding; Cell inner membrane; Cell membrane; Complete proteome; Hydrolase; Ion transport; Iron; Iron transport; Membrane; Nucleotide-binding; Transport	348	=HYPERLINK("http://www.uniprot.org/uniprot/?query=fbpC&sort=score")
intE	P75969	intE	ycfI	b1140	JW1126	INTE_ECOLI		Inferred from homology	'phage' integrase family	Prophage lambda integrase (Int(Lambda)) (Prophage e14 integrase)	GO:0003677; GO:0015074; GO:0006310; GO:0008907; GO:0046982	Complete proteome; DNA integration; DNA recombination	375	=HYPERLINK("http://www.uniprot.org/uniprot/?query=intE&sort=score")
intS	P37326	intS	intC yfdB	b2349	JW2345	INTS_ECOLI		Evidence at protein level	'phage' integrase family	Putative prophage CPS-53 integrase	GO:0003677; GO:0015074; GO:0006310	3D-structure; Complete proteome; DNA integration; DNA recombination	385	=HYPERLINK("http://www.uniprot.org/uniprot/?query=intS&sort=score")
ogrK	P37057	ogrK		b2082	JW2067	OGRK_ECOLI		Predicted		Prophage P2 OGR protein	GO:0006350; GO:0030528	Activator; Complete proteome; Transcription; Transcription regulation	72	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ogrK&sort=score")
flu	P39180	flu	yeeQ yzzX	b2000	JW1982	AG43_ECOLI	Periplasm.  Secreted. Cell surface.  Cell outer membrane; Multi-pass membrane protein. 	Evidence at protein level		Antigen 43 (AG43) (Fluffing protein) [Cleaved into: Antigen 43 alpha chain; Antigen 43 beta chain]	GO:0009279; GO:0009986; GO:0005576; GO:0016021; GO:0042597; GO:0005886	Cell membrane; Cell outer membrane; Complete proteome; Direct protein sequencing; Membrane; Periplasm; Secreted; Signal; Transmembrane; Transmembrane beta strand	1039	=HYPERLINK("http://www.uniprot.org/uniprot/?query=flu&sort=score")
ycfK	P45581	ycfK		b1154	JW1140	YCFK_ECOLI		Predicted		Uncharacterized protein ycfK		Complete proteome	209	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ycfK&sort=score")
yfdN	P76510	yfdN	yzyA	b2357	JW5385	YFDN_ECOLI		Predicted		Uncharacterized protein yfdN		Complete proteome	164	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfdN&sort=score")
yfjH	P52123	yfjH		b2623	JW2603	YFJH_ECOLI		Predicted		Uncharacterized protein yfjH		Complete proteome	318	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjH&sort=score")
yfjI	P52124	yfjI		b2625	JW2605	YFJI_ECOLI		Predicted		Uncharacterized protein yfjI		Complete proteome	469	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjI&sort=score")
yfjJ	P52125	yfjJ		b2626	JW2607	YFJJ_ECOLI		Evidence at protein level		Uncharacterized protein yfjJ	GO:0005515	Complete proteome	208	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjJ&sort=score")
yfjK	P52126	yfjK		b2627	JW2608	YFJK_ECOLI		Predicted		Uncharacterized protein yfjK	GO:0005524; GO:0008026; GO:0003676	Complete proteome	729	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjK&sort=score")
yfjL	P52127	yfjL		b2628	JW2609	YFJL_ECOLI		Predicted		Uncharacterized protein yfjL		Complete proteome	538	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjL&sort=score")
yfjM	P52128	yfjM		b2629	JW2610	YFJM_ECOLI		Predicted		Uncharacterized protein yfjM		Complete proteome	87	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjM&sort=score")
yfjN	P52129	yfjN		b2630	JW2611	YFJN_ECOLI		Evidence at protein level		Uncharacterized protein yfjN	GO:0005515	Complete proteome	357	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjN&sort=score")
yfjO	P52130	yfjO		b2631	JW5418	YFJO_ECOLI		Predicted		Uncharacterized protein yfjO		Complete proteome	123	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjO&sort=score")
yfjP	P52131	yfjP		b2632	JW5419	YFJP_ECOLI		Predicted		Uncharacterized protein yfjP	GO:0005525; GO:0005622	Complete proteome; GTP-binding; Nucleotide-binding	287	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjP&sort=score")
yfjQ	P52132	yfjQ		b2633	JW2614	YFJQ_ECOLI		Inferred from homology	UPF0380 family	UPF0380 protein yfjQ		Complete proteome	273	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjQ&sort=score")
yfjR	P52133	yfjR		b2634	JW2615	YFJR_ECOLI		Predicted		Uncharacterized HTH-type transcriptional regulator yfjR	GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350	Complete proteome; DNA-binding; Transcription; Transcription regulation	233	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjR&sort=score")
yfjS	O52982	yfjS		b2636	JW5921	YFJS_ECOLI	Cell membrane; Lipid-anchor. 	Predicted		Uncharacterized lipoprotein yfjS	GO:0005886	Cell membrane; Complete proteome; Lipoprotein; Membrane; Palmitate; Signal	147	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjS&sort=score")
yfjT	P52135	yfjT		b2637	JW2618	YFJT_ECOLI		Predicted		Uncharacterized protein yfjT		Complete proteome; Signal	155	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjT&sort=score")
yfjW	P52138	yfjW		b2642	JW2623	YFJW_ECOLI	Cell membrane; Multi-pass membrane protein. 	Predicted		Uncharacterized protein yfjW	GO:0016021; GO:0005886	Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix	567	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjW&sort=score")
yfjX	P52139	yfjX		b2643	JW2624	YFJX_ECOLI		Inferred from homology	Antirestriction protein family	Uncharacterized protein yfjX		Complete proteome	152	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjX&sort=score")
yfjY	P52140	yfjY		b2644	JW2625	YFJY_ECOLI		Inferred from homology	UPF0758 family	UPF0758 protein yfjY		Complete proteome	160	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjY&sort=score")
yfjZ	P52141	yfjZ		b2645	JW2626	YFJZ_ECOLI		Evidence at protein level		Uncharacterized protein yfjZ	GO:0005515	3D-structure; Complete proteome	105	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfjZ&sort=score")
yafW	Q47684	yafW		b0246	JW0235	YAFW_ECOLI		Predicted		Uncharacterized protein yafW		Complete proteome	105	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yafW&sort=score")
yafX	P75676	yafX		b0248	JW5022	YAFX_ECOLI		Inferred from homology	Antirestriction protein family	Uncharacterized protein yafX		Complete proteome	152	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yafX&sort=score")
yafY	P77365	yafY		b0251	JW0240	YAFY_ECOLI	Cell membrane; Lipid-anchor. 	Evidence at protein level		Uncharacterized lipoprotein yafY	GO:0005886; GO:0005515	Cell membrane; Complete proteome; Lipoprotein; Membrane; Palmitate; Signal	147	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yafY&sort=score")
yafZ	P77206	yafZ		b0252	JW0242	YAFZ_ECOLI		Inferred from homology	UPF0380 family	UPF0380 protein yafZ		Complete proteome	273	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yafZ&sort=score")
ykfA	P75678	ykfA		b0253	JW0243	YKFA_ECOLI		Predicted		Uncharacterized protein ykfA	GO:0005525; GO:0005622	Complete proteome; GTP-binding; Nucleotide-binding	287	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ykfA&sort=score")
perR	Q57083	perR		b0254	JW0244	PERR_ECOLI		Predicted		HTH-type transcriptional regulator perR (Peroxide resistance protein perR)	GO:0003677; GO:0006355; GO:0003700; GO:0006350	Complete proteome; DNA-binding; Transcription; Transcription regulation	297	=HYPERLINK("http://www.uniprot.org/uniprot/?query=perR&sort=score")
mmuP	Q47689	mmuP	ykfD	b0260	JW5027	MMUP_ECOLI	Cell inner membrane; Multi-pass membrane protein. 	Inferred from homology	Amino acid-polyamine-organocation (APC) superfamily, Amino acid transporter (AAT) (TC 2.A.3.1) family	Probable S-methylmethionine permease	GO:0015171; GO:0016021; GO:0005886	Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport	467	=HYPERLINK("http://www.uniprot.org/uniprot/?query=mmuP&sort=score")
mmuM	Q47690	mmuM	yagD	b0261	JW0253	MMUM_ECOLI		Evidence at protein level		Homocysteine S-methyltransferase (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase)	GO:0008898; GO:0046872; GO:0009086	Amino-acid biosynthesis; Complete proteome; Metal-binding; Methionine biosynthesis; Methyltransferase; S-adenosyl-L-methionine; Transferase; Zinc	310	=HYPERLINK("http://www.uniprot.org/uniprot/?query=mmuM&sort=score")
yagE	P75682	yagE		b0268	JW0261	YAGE_ECOLI		Evidence at protein level	DHDPS family	Uncharacterized protein yagE	GO:0016829	3D-structure; Complete proteome; Lyase	309	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yagE&sort=score")
yagF	P77596	yagF		b0269	JW0262	YAGF_ECOLI		Inferred from homology	IlvD/edd family	Uncharacterized protein yagF (EC 4.-.-.-)	GO:0016829	Complete proteome; Lyase	655	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yagF&sort=score")
yagG	P75683	yagG		b0270	JW0263	YAGG_ECOLI	Cell inner membrane; Multi-pass membrane protein. 	Inferred from homology	Sodium:galactoside symporter (TC 2.A.2) family	Uncharacterized symporter yagG	GO:0016021; GO:0005886; GO:0006814; GO:0015293	Cell inner membrane; Cell membrane; Complete proteome; Membrane; Symport; Transmembrane; Transmembrane helix; Transport	460	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yagG&sort=score")
yagH	P77713	yagH		b0271	JW0264	YAGH_ECOLI		Inferred from homology	Glycosyl hydrolase 43 family	Putative beta-xylosidase (EC 3.2.1.37) (1,4-beta-D-xylan xylohydrolase) (Xylan 1,4-beta-xylosidase)	GO:0009044; GO:0045493	Complete proteome; Glycosidase; Hydrolase; Multifunctional enzyme; Xylan degradation	536	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yagH&sort=score")
yagI	P77300	yagI		b0272	JW0265	YAGI_ECOLI		Predicted		Uncharacterized HTH-type transcriptional regulator yagI	GO:0003677; GO:0006355; GO:0006350	Complete proteome; DNA-binding; Transcription; Transcription regulation	252	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yagI&sort=score")
ydaQ	P76057	ydaQ		b1346	JW5207	YDAQ_ECOLI		Predicted		Uncharacterized protein ydaQ		Complete proteome	71	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ydaQ&sort=score")
racR	P76062	racR	ydaR	b1356	JW1351	RACR_ECOLI		Predicted		Rac prophage repressor	GO:0003677; GO:0045449; GO:0006350	Complete proteome; DNA-binding; Repressor; Transcription; Transcription regulation	158	=HYPERLINK("http://www.uniprot.org/uniprot/?query=racR&sort=score")
ydaS	P76063	ydaS		b1357	JW1352	YDAS_ECOLI		Predicted		Uncharacterized protein ydaS	GO:0043565	Complete proteome; Signal	98	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ydaS&sort=score")
ydaT	P76064	ydaT		b1358	JW1353	YDAT_ECOLI		Predicted		Uncharacterized protein ydaT		Complete proteome	140	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ydaT&sort=score")
ydaU	P76065	ydaU		b1359	JW1354	YDAU_ECOLI		Predicted		Uncharacterized protein ydaU		Complete proteome	285	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ydaU&sort=score")
ydaV	P77546	ydaV		b1360	JW1355	YDAV_ECOLI		Predicted		Uncharacterized protein ydaV	GO:0005524; GO:0017111	Coiled coil; Complete proteome	248	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ydaV&sort=score")
stfR	P76072	stfR	ynaB	b1372	JW1366	STFR_ECOLI		Inferred from homology	Tail fiber family	Side tail fiber protein homolog from lambdoid prophage Rac	GO:0004180; GO:0005198	Complete proteome; Fiber protein; Repeat	1120	=HYPERLINK("http://www.uniprot.org/uniprot/?query=stfR&sort=score")
tfaR	P77163	tfaR	ynaC	b1373	JW1367	TFAR_ECOLI		Inferred from homology	Tfa family	Tail fiber assembly protein homolog from lambdoid prophage Rac		Complete proteome	191	=HYPERLINK("http://www.uniprot.org/uniprot/?query=tfaR&sort=score")
ynaE	P76073	ynaE		b1375	JW1369	YNAE_ECOLI		Predicted		Uncharacterized protein ynaE		Complete proteome	88	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ynaE&sort=score")
yeeR	P76361	yeeR		b2001	JW1983	YEER_ECOLI	Cell inner membrane; Multi-pass membrane protein. 	Evidence at protein level		Inner membrane protein yeeR	GO:0016021; GO:0005886	Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix	510	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yeeR&sort=score")
yeeS	P76362	yeeS		b2002	JW1984	YEES_ECOLI		Inferred from homology	UPF0758 family	UPF0758 protein yeeS		Complete proteome	148	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yeeS&sort=score")
yeeT	P64521	yeeT		b2003	JW1985	YEET_ECOLI		Inferred from homology	YeeT/ykfH/ypjJ family	Uncharacterized protein yeeT		Complete proteome	73	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yeeT&sort=score")
yeeU	P76364	yeeU		b2004	JW1986	YEEU_ECOLI		Evidence at protein level		Uncharacterized protein yeeU	GO:0005515	3D-structure; Complete proteome	122	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yeeU&sort=score")
yeeV	P64524	yeeV		b2005	JW1987	YEEV_ECOLI		Predicted		Uncharacterized protein yeeV		Complete proteome	124	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yeeV&sort=score")
flxA	P77609	flxA		b1566	JW1558	FLXA_ECOLI		Predicted		Protein flxA		Complete proteome	110	=HYPERLINK("http://www.uniprot.org/uniprot/?query=flxA&sort=score")
ymfD	P75967	ymfD		b1137	JW1123	YMFD_ECOLI		Predicted		Uncharacterized protein ymfD		Complete proteome	221	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ymfD&sort=score")
ymfE	P75968	ymfE		b1138	JW5166	YMFE_ECOLI	Cell membrane; Multi-pass membrane protein. 	Predicted		Uncharacterized protein ymfE	GO:0016021; GO:0005886	Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix	234	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ymfE&sort=score")
ykfB	P77162	ykfB		b0250	JW0239	YKFB_ECOLI		Predicted		Uncharacterized protein ykfB		Complete proteome; Signal	155	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ykfB&sort=score")
yagK	P77657	yagK		b0277	JW0271	YAGK_ECOLI		Predicted		Uncharacterized protein yagK		Complete proteome	208	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yagK&sort=score")
yagL	P77607	yagL		b0278	JW0272	YAGL_ECOLI		Predicted		Uncharacterized protein yagL	GO:0003677; GO:0006310; GO:0000150; GO:0045449	Complete proteome	232	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yagL&sort=score")
yagM	P71296	yagM		b0279	JW0273	YAGM_ECOLI		Predicted		Uncharacterized protein yagM		Complete proteome	284	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yagM&sort=score")
yagN	P71297	yagN		b0280	JW0274	YAGN_ECOLI		Predicted		Uncharacterized protein yagN		Complete proteome	146	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yagN&sort=score")
intF	P71298	intF	yagO	b0281	JW0275	INTF_ECOLI		Inferred from homology	'phage' integrase family	Putative prophage CP4-6 integrase	GO:0003677; GO:0015074; GO:0006310	Complete proteome; DNA integration; DNA recombination	466	=HYPERLINK("http://www.uniprot.org/uniprot/?query=intF&sort=score")
quuD	Q47274	quuD	ybcQ	b0551	JW0539	REQ1_ECOLI		Inferred from homology	Phage antitermination Q type 1 family	Antitermination protein Q homolog from lambdoid prophage DLP12	GO:0003677; GO:0006350; GO:0031564; GO:0030401	Complete proteome; DNA-binding; Transcription; Transcription antitermination; Transcription regulation	127	=HYPERLINK("http://www.uniprot.org/uniprot/?query=quuD&sort=score")
essD	P0A9R2	essD	ybcR	b0554	JW0543	ESSD_ECOLI		Inferred from homology	Lambda phage S protein family	Lysis protein S homolog from lambdoid prophage DLP12	GO:0016998; GO:0019835	Complete proteome; Phage lysis protein	71	=HYPERLINK("http://www.uniprot.org/uniprot/?query=essD&sort=score")
arrD	P78285	arrD	ybcS	b0555	JW0544	LYSD_ECOLI		Evidence at protein level	Glycosyl hydrolase 24 family	Probable lysozyme from lambdoid prophage DLP12 (EC 3.2.1.17) (Endolysin) (Lysis protein) (Muramidase)	GO:0016998; GO:0019835; GO:0042742; GO:0003796; GO:0019077; GO:0009253; GO:0005515	Antimicrobial; Bacteriolytic enzyme; Complete proteome; Glycosidase; Hydrolase	165	=HYPERLINK("http://www.uniprot.org/uniprot/?query=arrD&sort=score")
rzpD	P75719	rzpD	ybcT	b0556	JW5079	RZPD_ECOLI		Inferred from homology		Putative Rz endopeptidase from lambdoid prophage DLP12 (EC 3.4.-.-)	GO:0019835; GO:0042742; GO:0008233	Antimicrobial; Bacteriolytic enzyme; Complete proteome; Hydrolase; Protease	153	=HYPERLINK("http://www.uniprot.org/uniprot/?query=rzpD&sort=score")
borD	P77330	borD	ybcU	b0557	JW0546	BORD_ECOLI	Cell membrane; Lipid-anchor. 	Inferred from homology	Lambda phage bor family	Lipoprotein bor homolog from lambdoid prophage DLP12	GO:0005886	Cell membrane; Complete proteome; Lipoprotein; Membrane; Palmitate; Signal	97	=HYPERLINK("http://www.uniprot.org/uniprot/?query=borD&sort=score")
ybcV	P77598	ybcV		b0558	JW5081	YBCV_ECOLI		Predicted		Uncharacterized protein ybcV		Complete proteome	136	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ybcV&sort=score")
ybcW	P64435	ybcW		b0559	JW0548	YBCW_ECOLI		Predicted		Uncharacterized protein ybcW		Complete proteome; Signal	68	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ybcW&sort=score")
ydfK	P76154	ydfK		b1544	JW1537	YDFK_ECOLI		Predicted		Uncharacterized protein ydfK		Complete proteome	88	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ydfK&sort=score")
tfaQ	P76155	tfaQ	ydfM	b1546	JW1539	TFAQ_ECOLI		Inferred from homology	Tfa family	Tail fiber assembly protein homolog from lambdoid prophage Qin		Complete proteome	191	=HYPERLINK("http://www.uniprot.org/uniprot/?query=tfaQ&sort=score")
stfQ	P77515	stfQ	ydfN	b1547	JW1540	STFQ_ECOLI		Inferred from homology	Tail fiber family	Side tail fiber protein homolog from lambdoid prophage Qin	GO:0005198	Complete proteome; Fiber protein; Repeat	320	=HYPERLINK("http://www.uniprot.org/uniprot/?query=stfQ&sort=score")
ydfO	P76156	ydfO		b1549	JW5252	YDFO_ECOLI		Evidence at protein level		Uncharacterized protein ydfO		3D-structure; Complete proteome	136	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ydfO&sort=score")
rzpQ	P76158	rzpQ	ydfP	b1553	JW1545	RZPQ_ECOLI		Predicted		Uncharacterized protein rzpQ		Complete proteome; Signal	165	=HYPERLINK("http://www.uniprot.org/uniprot/?query=rzpQ&sort=score")
arrQ	P76159	arrQ	ydfQ	b1554	JW1546	LYSQ_ECOLI		Inferred from homology	Glycosyl hydrolase 24 family	Probable lysozyme from lambdoid prophage Qin (EC 3.2.1.17) (Endolysin) (Lysis protein) (Muramidase)	GO:0016998; GO:0019835; GO:0042742; GO:0003796; GO:0009253	Antimicrobial; Bacteriolytic enzyme; Complete proteome; Glycosidase; Hydrolase	177	=HYPERLINK("http://www.uniprot.org/uniprot/?query=arrQ&sort=score")
ydfR	P76160	ydfR		b1555	JW1547	YDFR_ECOLI		Evidence at protein level		Uncharacterized protein ydfR	GO:0005515	Complete proteome	103	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ydfR&sort=score")
essQ	P77237	essQ	ydfS	b1556	JW5255	ESSQ_ECOLI		Inferred from homology	Lambda phage S protein family	Lysis protein S homolog from lambdoid prophage Qin	GO:0016998; GO:0019835	Complete proteome; Phage lysis protein	71	=HYPERLINK("http://www.uniprot.org/uniprot/?query=essQ&sort=score")
