C6E9Y3	insA-2 insA-1 insA-10 insA-11 insA-12 insA-13 insA-14 insA-16 insA-17 insA-18 insA-19 insA-20 insA-21 insA-22 insA-23 insA-24 insA-26 insA-27 insA-28 insA-29 insA-3 insA-4 insA-5 insA-6 insA-7 insA-8 insA-9 ECBD_0099 ECBD_0298 ECBD_0372 ECBD_0927 ECBD_1062 ECBD_1125 ECBD_1313 ECBD_1442 ECBD_1546 ECBD_1569 ECBD_1626 ECBD_2223 ECBD_2482 ECBD_3032 ECBD_3049 ECBD_3078 ECBD_3103 ECBD_3269 ECBD_3297 ECBD_3380 ECBD_3407 ECBD_3596 ECBD_3683 ECBD_3690 ECBD_3723 ECBD_3740 ECD_00023 ECD_00210 ECD_00236 ECD_00314 ECD_00341 ECD_00505 ECD_00546 ECD_00572 ECD_00588 ECD_01116 ECD_01243 ECD_01372 ECD_01880 ECD_01935 ECD_02041 ECD_02144 ECD_02271 ECD_02451 ECD_02513 ECD_02647 ECD_02824 ECD_03228 ECD_03485 ECD_04164 ECD_04181 ECD_04208 ECD_04288	insA-2	insA-1 insA-10 insA-11 insA-12 insA-13 insA-14 insA-16 insA-17 insA-18 insA-19 insA-20 insA-21 insA-22 insA-23 insA-24 insA-26 insA-27 insA-28 insA-29 insA-3 insA-4 insA-5 insA-6 insA-7 insA-8 insA-9	ECBD_0099 ECBD_0298 ECBD_0372 ECBD_0927 ECBD_1062 ECBD_1125 ECBD_1313 ECBD_1442 ECBD_1546 ECBD_1569 ECBD_1626 ECBD_2223 ECBD_2482 ECBD_3032 ECBD_3049 ECBD_3078 ECBD_3103 ECBD_3269 ECBD_3297 ECBD_3380 ECBD_3407 ECBD_3596 ECBD_3683 ECBD_3690 ECBD_3723 ECBD_3740 ECD_00023 ECD_00210 ECD_00236 ECD_00314 ECD_00341 ECD_00505 ECD_00546 ECD_00572 ECD_00588 ECD_01116 ECD_01243 ECD_01372 ECD_01880 ECD_01935 ECD_02041 ECD_02144 ECD_02271 ECD_02451 ECD_02513 ECD_02647 ECD_02824 ECD_03228 ECD_03485 ECD_04164 ECD_04181 ECD_04208 ECD_04288	C6E9Y3_ECOBD		Predicted		IS1 protein InsA (Insertion element protein)	"GO:0003677; GO:0045449; GO:0006313"	Complete proteome	91	Insertion Element
C6EFS4	pspE ECBD_2309 ECD_01285	pspE		ECBD_2309 ECD_01285	C6EFS4_ECOBD		Predicted		Phage shock operon rhodanese PspE (Thiosulfate:cyanide sulfurtransferase (Rhodanese)) (EC 2.8.1.1)	GO:0004792	"Complete proteome; Signal; Transferase"	104	Prophage
C6EDX0	yjbO ECBD_3983 ECD_03922	yjbO		ECBD_3983 ECD_03922	C6EDX0_ECOBD		Predicted		Phage shock protein G		"Complete proteome; Signal"	80	Prophage
C6EKD5	ybcT ECBD_3099 ECD_00508	ybcT		ECBD_3099 ECD_00508	C6EKD5_ECOBD		Predicted		Lysis protein (Predicted murein endopeptidase)	GO:0019835	"Complete proteome; Signal"	153	Prophage
C6EJG0	R ECBD_2880 ECD_10030	R		ECBD_2880 ECD_10030	C6EJG0_ECOBD		Inferred from homology	Glycosyl hydrolase 24 family	Lysozyme (EC 3.2.1.17)	"GO:0016998; GO:0019835; GO:0042742; GO:0003796; GO:0009253"	"Antimicrobial; Bacteriolytic enzyme; Complete proteome; Glycosidase; Hydrolase"	158	Prophage
C6EJH6	bet ECBD_2896 ECD_10013	bet		ECBD_2896 ECD_10013	C6EJH6_ECOBD		Predicted		Bet (Phage recombination protein Bet)	"GO:0003677; GO:0006259"	Complete proteome	261	Prophage
C6EKD7	ybcR ECBD_3101 ECD_00506	ybcR		ECBD_3101 ECD_00506	C6EKD7_ECOBD		Predicted		Lysis S family protein (Predicted phage lysis protein)		Complete proteome	71	Prophage
C6EBS0	fimE ECBD_3722 ECD_04182	fimE		ECBD_3722 ECD_04182	C6EBS0_ECOBD		Predicted		Integrase family protein (Tyrosine recombinase/inversion of on/off regulator of fimA)	"GO:0003677; GO:0015074; GO:0006310"	Complete proteome	198	Prophage
C6EIS1	ECBD_2761 ECD_00838			ECBD_2761 ECD_00838	C6EIS1_ECOBD		Predicted		P2 phage tail completion R family protein (Putative phage tail protein)		Complete proteome	143	Prophage
C6EJ17	H ECBD_2860 ECD_10049	H		ECBD_2860 ECD_10049	C6EJ17_ECOBD		Predicted		Phage tail tape measure protein, lambda family (Tail component)		Complete proteome	853	Prophage
C6EJ19	G ECBD_2862 ECD_10047	G		ECBD_2862 ECD_10047	C6EJ19_ECOBD		Predicted		Phage minor tail protein G (Tail component)		Complete proteome	140	Prophage
C6EJH0	N ECBD_2890 ECD_10020	N		ECBD_2890 ECD_10020	C6EJH0_ECOBD		Predicted		Phage regulatory protein N (Probable regulatory protein N (Early gene regulator))		Complete proteome	99	Prophage
C6EFS6	pspC ECBD_2311 ECD_01283	pspC		ECBD_2311 ECD_01283	C6EFS6_ECOBD		Predicted		DNA-binding transcriptional activator (Phage shock protein C, PspC)	GO:0003677	"Complete proteome; DNA-binding"	119	Prophage
C6EIR5	ECBD_2755 ECD_00844			ECBD_2755 ECD_00844	C6EIR5_ECOBD		Predicted		Phage tail protein I (Putative phage tail protein)		Complete proteome	201	Prophage
C6EJ23	Fii ECBD_2866 ECD_10043	Fii		ECBD_2866 ECD_10043	C6EJ23_ECOBD		Predicted		Head-tail attachment protein (Head-tail joining protein)	"GO:0042963; GO:0019028"	Complete proteome	117	Prophage
C6ECH5	hflK ECBD_3860 ECD_04041	hflK		ECBD_3860 ECD_04041	C6ECH5_ECOBD		Predicted		HflK protein (Modulator for HflB protease specific for phage lambda cII repressor)	"GO:0016021; GO:0008233; GO:0005515"	"Complete proteome; Hydrolase; Protease"	419	Prophage
C6EIR2	tfaE ECBD_2752 ECD_00847	tfaE		ECBD_2752 ECD_00847	C6EIR2_ECOBD		Predicted		"E14 prophage; predicted tail fiber assembly protein (Tail assembly chaperone gp38)"		Complete proteome	200	Prophage
C6EG03	xerC ECBD_4230 ECD_03687	xerC		ECBD_4230 ECD_03687	C6EG03_ECOBD	Cytoplasm. 	Inferred from homology		Site-specific tyrosine recombinase XerC (Tyrosine recombinase XerC)	"GO:0003677; GO:0015074; GO:0006310; GO:0007049; GO:0051301; GO:0007059; GO:0005737"	"Cell cycle; Cell division; Chromosome partition; Complete proteome; Cytoplasm; DNA integration; DNA recombination; DNA-binding"	298	Prophage
C6EFS5	pspD ECBD_2310 ECD_01284	pspD		ECBD_2310 ECD_01284	C6EFS5_ECOBD		Predicted		Peripheral inner membrane phage-shock protein (Phage shock protein PspD)		Complete proteome	73	Prophage
C6EIS0	ECBD_2760 ECD_00839			ECBD_2760 ECD_00839	C6EIS0_ECOBD		Predicted		Phage virion morphogenesis protein (Putative phage tail protein)		Complete proteome	148	Prophage
C6EIR3	ECBD_2753 ECD_00846			ECBD_2753 ECD_00846	C6EIR3_ECOBD		Predicted		Putative uncharacterized protein (Tail assembly chaperone gp38)		Complete proteome	145	Prophage
C6EFS7	pspB ECBD_2312 ECD_01282	pspB		ECBD_2312 ECD_01282	C6EFS7_ECOBD		Predicted		Phage shock protein B		Complete proteome	74	Prophage
C6EFN6	xisR ECBD_2270 ECD_01323	xisR		ECBD_2270 ECD_01323	C6EFN6_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein xisR)		Complete proteome	71	Prophage
C6EKD6	ybcS ECBD_3100 ECD_00507	ybcS		ECBD_3100 ECD_00507	C6EKD6_ECOBD		Inferred from homology	Glycosyl hydrolase 24 family	Lysozyme (EC 3.2.1.17)	"GO:0016998; GO:0019835; GO:0042742; GO:0003796; GO:0009253"	"Antimicrobial; Bacteriolytic enzyme; Complete proteome; Glycosidase; Hydrolase; Signal"	165	Prophage
C6EC81	intB ECBD_3766 ECD_04136	intB		ECBD_3766 ECD_04136	C6EC81_ECOBD		Predicted		Integrase family protein (Predicted integrase)	"GO:0003677; GO:0015074; GO:0006310"	Complete proteome	396	Prophage
C6EIR4	ECBD_2754 ECD_00845			ECBD_2754 ECD_00845	C6EIR4_ECOBD		Predicted		Phage-related tail fibre protein-like protein (Putative uncharacterized protein)		Complete proteome	540	Prophage
C6EKD2	nohB ECBD_3096 ECD_00511	nohB		ECBD_3096 ECD_00511	C6EKD2_ECOBD		Predicted		DNA packaging Nu1 (DNA packaging protein)	GO:0000166	Complete proteome	191	Prophage
C6ECG7	yjfJ ECBD_3852 ECD_04049	yjfJ		ECBD_3852 ECD_04049	C6ECG7_ECOBD		Predicted		Phage shock protein A, PspA (Predicted transcriptional regulator effector protein)		Complete proteome	232	Prophage
C6EIT1	ECBD_2771 ECD_00819			ECBD_2771 ECD_00819	C6EIT1_ECOBD		Predicted		Putative uncharacterized protein (Regulatory CII family protein)	"GO:0006260; GO:0016788"	Complete proteome	481	Prophage
C6EDD1	ECBD_0066 ECD_03516			ECBD_0066 ECD_03516	C6EDD1_ECOBD		Predicted		Int (Integrase family protein)	"GO:0003677; GO:0015074; GO:0006310"	Complete proteome	394	Prophage
C6EFM4	ydfQ ECBD_2257 ECD_01337	ydfQ		ECBD_2257 ECD_01337	C6EFM4_ECOBD		Inferred from homology	Glycosyl hydrolase 24 family	Lysozyme (EC 3.2.1.17)	"GO:0016998; GO:0019835; GO:0042742; GO:0003796; GO:0009253"	"Antimicrobial; Bacteriolytic enzyme; Complete proteome; Glycosidase; Hydrolase; Signal"	177	Prophage
C6EDV8	ECBD_2111 ECD_01488			ECBD_2111 ECD_01488	C6EDV8_ECOBD		Predicted		Putative phage protein (Putative uncharacterized protein)		Complete proteome	106	Prophage
C6EJI4	ECBD_2905			ECBD_2905	C6EJI4_ECOBD		Predicted		Lambda integrase	"GO:0003677; GO:0015074; GO:0006310; GO:0008907"	"Complete proteome; DNA integration; DNA recombination"	307	Prophage
C6EBE0	ECBD_1721			ECBD_1721	C6EBE0_ECOBD		Predicted		Integrase domain protein SAM domain protein	"GO:0003677; GO:0015074"	Complete proteome	183	Prophage
C6EDT3	ECBD_2085			ECBD_2085	C6EDT3_ECOBD		Predicted		Antitermination Q family protein	"GO:0003677; GO:0030401"	Complete proteome	125	Prophage
C6EIT5	ECBD_2775			ECBD_2775	C6EIT5_ECOBD		Predicted		Integrase family protein	"GO:0003677; GO:0015074; GO:0006310"	Complete proteome	338	Prophage
C6EJH4	ECBD_2894			ECBD_2894	C6EJH4_ECOBD		Predicted		Lambda Kil		Complete proteome	89	Prophage
C6EJ13	ECBD_2856			ECBD_2856	C6EJ13_ECOBD		Predicted		Lambda tail assembly I		Complete proteome	190	Prophage
C6EBS3	ECBD_3725			ECBD_3725	C6EBS3_ECOBD		Predicted		Integrase family protein	"GO:0003677; GO:0015074; GO:0006310"	Complete proteome	165	Prophage
C6EFM3	ECBD_2256			ECBD_2256	C6EFM3_ECOBD		Predicted		Lysis protein	GO:0019835	"Complete proteome; Signal"	154	Prophage
C6EIS5	ECBD_2765			ECBD_2765	C6EIS5_ECOBD		Predicted		Phage portal protein, PBSX family		Complete proteome	341	Prophage
C6EIR8	ECBD_2758			ECBD_2758	C6EIR8_ECOBD		Predicted		Phage baseplate assembly protein V		Complete proteome	192	Prophage
C6EIT3	ECBD_2773			ECBD_2773	C6EIT3_ECOBD		Predicted		CI repressor	"GO:0003677; GO:0016564"	Complete proteome	189	Prophage
C6EDS7	ECBD_2078			ECBD_2078	C6EDS7_ECOBD		Predicted		Phage O protein family		Complete proteome	321	Prophage
C6EKW7	rhsD ECBD_3159 ECD_00448	rhsD		ECBD_3159 ECD_00448	C6EKW7_ECOBD		Predicted		RhsD element protein (YD repeat protein)		Complete proteome	1426	Rhs Element
C6EE82	rhsA ECBD_0137 ECD_03448	rhsA		ECBD_0137 ECD_03448	C6EE82_ECOBD		Predicted		Rhs family protein-like protein (RhsA element core protein RshA)		Complete proteome	290	Rhs Element
C6EF92	rhsB ECBD_0259 ECD_03331	rhsB		ECBD_0259 ECD_03331	C6EF92_ECOBD		Predicted		RhsB element core protein RshB (YD repeat protein)		Complete proteome	1411	Rhs Element
C6EKW5	ylbH ECBD_3157 ECD_00450	ylbH		ECBD_3157 ECD_00450	C6EKW5_ECOBD		Predicted		Conserved protein, rhs-like protein (RHS protein)		Complete proteome	236	Rhs Element
C6EE80	ECBD_0135			ECBD_0135	C6EE80_ECOBD		Predicted		RHS protein		Complete proteome	312	Rhs Element
C6EAD4	ECBD_0774 ECBD_3469			ECBD_0774 ECBD_3469	C6EAD4_ECOBD		Predicted		Transposase IS4 family protein	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	402	Transposase
C6EDB8	insI ECBD_0052 ECD_03536	insI		ECBD_0052 ECD_03536	C6EDB8_ECOBD		Predicted		IS30 transposase (Integrase catalytic region)	"GO:0003677; GO:0015074; GO:0004803; GO:0006313"	Complete proteome	374	Transposase
C6EC71	yis1 ECBD_3754 ECD_04150	yis1		ECBD_3754 ECD_04150	C6EC71_ECOBD		Predicted		IS600 ORF1-like protein (Transposase IS3/IS911 family protein)	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	100	Transposase
C6EEC1	insK-5 insK-2 insK-4 insK-6 ECBD_0177 ECBD_0881 ECBD_3000 ECBD_4284 ECD_00620 ECD_03409 ECD_04283 ECD_04284	insK-5	insK-2 insK-4 insK-6	ECBD_0177 ECBD_0881 ECBD_3000 ECBD_4284 ECD_00620 ECD_03409 ECD_04283 ECD_04284	C6EEC1_ECOBD		Predicted		IS150 putative transposase (Integrase catalytic region)	"GO:0003677; GO:0015074"	Complete proteome	283	Transposase
C6EB53	insB-4 insB-14 insB-5 insB-8 insB-9 ECBD_1627 ECBD_3033 ECBD_3050 ECBD_3270 ECBD_3298 ECD_00313 ECD_00340 ECD_00571 ECD_00587 ECD_01934	insB-4	insB-14 insB-5 insB-8 insB-9	ECBD_1627 ECBD_3033 ECBD_3050 ECBD_3270 ECBD_3298 ECD_00313 ECD_00340 ECD_00571 ECD_00587 ECD_01934	C6EB53_ECOBD		Predicted		IS1 protein InsB (IS1 transposase)	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	167	Transposase
C6E9Y4	insB-6 insB-1 insB-11 insB-12 insB-13 insB-17 insB-30 insB-7 ECBD_1443 ECBD_2222 ECBD_2355 ECBD_3079 ECBD_3104 ECBD_3595 ECBD_3684 ECD_00024 ECD_00504 ECD_00545 ECD_01244 ECD_01373 ECD_01881 ECD_02143 ECD_04286	insB-6	insB-1 insB-11 insB-12 insB-13 insB-17 insB-30 insB-7	ECBD_1443 ECBD_2222 ECBD_2355 ECBD_3079 ECBD_3104 ECBD_3595 ECBD_3684 ECD_00024 ECD_00504 ECD_00545 ECD_01244 ECD_01373 ECD_01881 ECD_02143 ECD_04286	C6E9Y4_ECOBD		Predicted		IS1 protein InsA (IS1 protein InsB) (IS1 protein insB) (IS1 transposase)	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	167	Transposase
C6EA59	yafM ECBD_3393 ECD_00223	yafM		ECBD_3393 ECD_00223	C6EA59_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein yafM)	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	165	Transposase
C6EDT6	insF-4 ECBD_0874 ECBD_2088 ECD_01525	insF-4		ECBD_0874 ECBD_2088 ECD_01525	C6EDT6_ECOBD		Predicted		Integrase catalytic region (Putative transposase for IS3)	"GO:0003677; GO:0015074"	Complete proteome	288	Transposase
C6EBN9	yjiPQ ECBD_3691 ECD_04207	yjiPQ		ECBD_3691 ECD_04207	C6EBN9_ECOBD		Predicted		Predicted transposase (Putative transposase YhgA family protein)		Complete proteome	255	Transposase
C6E9V6	yfaD ECBD_1415 ECD_02170	yfaD		ECBD_1415 ECD_02170	C6E9V6_ECOBD		Predicted		Putative transposase YhgA family protein (Putative uncharacterized protein yfaD)		Complete proteome	300	Transposase
C6EC75	insN ECBD_3759 ECD_04145	insN		ECBD_3759 ECD_04145	C6EC75_ECOBD		Predicted		IS911 protein (Transposase IS3/IS911 family protein)	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	90	Transposase
C6EJN2	ybfD ECBD_2955 ECD_00666	ybfD		ECBD_2955 ECD_00666	C6EJN2_ECOBD		Predicted		Putative uncharacterized protein ybfD (Transposase IS4 family protein)	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	253	Transposase
C6EDB9	ykgN ECBD_0053 ECD_03535	ykgN		ECBD_0053 ECD_03535	C6EDB9_ECOBD		Predicted		Predicted IS protein (Transposase IS3/IS911 family protein)	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	118	Transposase
C6E9S8	ECBD_1164 ECBD_1387 ECD_02199 ECD_04290			ECBD_1164 ECBD_1387 ECD_02199 ECD_04290	C6E9S8_ECOBD		Predicted		ISPsy8, transposase OrfA (Probable ISRSO11-transposase OrfA protein) (Transposase)		Complete proteome	173	Transposase
C6EB92	ECBD_0775 ECBD_1670			ECBD_0775 ECBD_1670	C6EB92_ECOBD		Predicted		Transposase IS4 family protein	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	402	Transposase
C6EB95	ECBD_1674 ECBD_4170			ECBD_1674 ECBD_4170	C6EB95_ECOBD		Predicted		Transposase IS4 family protein	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	402	Transposase
C6EDT7	ECBD_0875 ECBD_2089 ECBD_2236 ECBD_2567			ECBD_0875 ECBD_2089 ECBD_2236 ECBD_2567	C6EDT7_ECOBD		Predicted		Transposase IS3/IS911 family protein	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	99	Transposase
C6EA45	insB-3 insB-19 ECBD_1124 ECBD_3379 ECD_00237 ECD_02452	insB-3	insB-19	ECBD_1124 ECBD_3379 ECD_00237 ECD_02452	C6EA45_ECOBD		Predicted		IS1 protein InsB (IS1 transposase)	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	167	Transposase
C6E9S7	ECBD_1163 ECBD_1386 ECD_02200 ECD_04289			ECBD_1163 ECBD_1386 ECD_02200 ECD_04289	C6E9S7_ECOBD		Predicted		Integrase catalytic region (Transposase) (YadA protein)	"GO:0003677; GO:0015074"	Complete proteome	279	Transposase
