Entry Name K12	Entry Name BL21(DE3)	Category	Description	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra
	IPI:CON_00019359.3|SWISS-PROT:P35527_ECOBD			572.3516	0	35	49	647
	IPI:CON_CASA2|SWISS-PROT:P02663_ECOBD			979.5612	0	13	19	140
PNTB_ECOLI	C6EDP6_ECOBD	B	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2) (Nicotinamide nucleotide transhydrogenase subunit beta)	953.5316	462	19	32	187
FECA_ECOLI	C6EC65_ECOBD	H	Ferric citrate outer membrane transporter (TonB-dependent siderophore receptor)	630.3569	774	26	35	83
YOAE_ECOLI	C6EC15_ECOBD	B	Fused predicted membrane protein/conserved protein (Integral membrane protein TerC)	759.436	518	10	12	36
FRSA_ECOLI	C6EA48_ECOBD	A	Fermentation/respiration switch protein (Putative uncharacterized protein)	630.3569	414	3	3	3
YTFL_ECOLI	C6ECC7_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)	630.357	447	21	30	135
NARQ_ECOLI	C6EKP3_ECOBD	B	Histidine kinase (EC 2.7.13.3) (Sensory histidine kinase in two-component regulatory system with NarP (NarL)) (EC 2.7.3.-)	"1,337.62"	566	3	3	3
LACI_ECOLI	C6EJI7_ECOBD	A	Transcriptional regulator, LacI family	"1,068.58"	363	32	54	274
RNE_ECOLI	C6EHC9_ECOBD	F1	Fused ribonucleaseE: endoribonuclease/RNA-binding protein/RNA degradosome binding protein (EC 3.1.4.-) (Ribonuclease, Rne/Rng family)	968.4871	1061	52	76	462
RSEP_ECOLI	C6EAA9_ECOBD	B	Membrane-associated zinc metalloprotease (Zinc metallopeptidase)	787.4058	450	19	24	92
DLDH_ECOLI	C6EAU1_ECOBD	F1	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	650.3984	474	28	33	50
CREC_ECOLI	C6EBH2_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with CreB or PhoB, regulator of the CreBC regulon) (EC 2.7.1.-)	729.4254	474	4	4	6
PSS_ECOLI	C6EK01_ECOBD	F1	Phosphatidylserine synthase (EC 2.7.8.8) (Phospholipase D/Transphosphatidylase)	"1,029.59"	451	27	30	56
ACRA_ECOLI	C6EL01_ECOBD	E	Efflux transporter, RND family, MFP subunit (Multidrug efflux system)	882.552	397	46	103	413
YJCE_ECOLI	C6ED59_ECOBD	B	Na+/H+ antiporter (Predicted cation/proton antiporter)	"1,061.55"	549	18	25	57
YIBP_ECOLI	C6EDH6_ECOBD	G	Peptidase M23 (Protease with a role in cell division)	"1,261.64"	419	25	26	81
DHNA_ECOLI	C6EGY3_ECOBD	F1	FAD-dependent pyridine nucleotide-disulphide oxidoreductase (Respiratory NADH dehydrogenase 2/cupric reductase) (EC 1.16.1.-) (EC 1.6.99.3)	690.3822	434	32	50	192
YBDG_ECOLI	C6EKC4_ECOBD	B	MscS Mechanosensitive ion channel (Predicted mechanosensitive channel)	"1,025.51"	415	19	23	44
DAMX_ECOLI	C6EFI8_ECOBD	B	Putative uncharacterized protein damX (Sporulation domain protein)	"1,195.67"	428	44	69	258
YBHG_ECOLI	C6EIY7_ECOBD	B	Secretion protein HlyD family protein	752.3573	331	20	24	31
FTSN_ECOLI	C6EE76_ECOBD	B	Cell division protein FtsN (Essential cell division protein)	711.4764	319	23	28	85
PTNAB_ECOLI	C6EC13_ECOBD	F1	Fused mannose-specific PTS enzymes: IIA component/IIB component (EC 2.7.1.69) (PTS system, mannose/fructose/sorbose family, IIA subunit) (EC 2.7.1.69)	935.5309	323	17	20	32
FKBA_ECOLI	C6EGB7_ECOBD	G	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	"1,015.51"	270	23	28	46
FTSX_ECOLI	C6EFB2_ECOBD	B	Predicted transporter subunit: membrane component of ABC superfamily (Protein insertion ABC transporter, inner membrane subunit FtsX)	706.4246	352	21	35	70
	IPI:CON_CASB|SWISS-PROT:P02666_ECOBD			"1,029.52"	0	9	16	126
IGAA_ECOLI	C6EFH7_ECOBD	B	Intracellular growth attenuator IgaA	872.4837	707	35	47	138
GCH1_ECOLI	C6EAG0_ECOBD	A	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I)	"2,024.93"	222	1	1	1
PSPA_ECOLI	C6EFS8_ECOBD	F1	Phage shock protein A, PspA (Regulatory protein for phage-shock-protein operon)	644.3978	222	33	56	235
RL20_ECOLI	C6ECP1_ECOBD	A	50S ribosomal protein L20	828.3998	118	15	19	92
YGIM_ECOLI	C6EHU0_ECOBD	B	Predicted signal transduction protein (SH3 domain) (SH3 domain protein)	"1,288.67"	206	23	41	103
	C6EEE6-R_ECOBD			794.4519	0	1	1	1
	C6EAS2-R_ECOBD			876.3994	0	1	1	1
YAJC_ECOLI	C6ELH7_ECOBD	B	Preprotein translocase subunit YajC (Preprotein translocase, YajC subunit)	959.5561	110	13	23	95
HNS_ECOLI	C6EGN0_ECOBD	A	Global DNA-binding transcriptional dual regulator H-NS (Histone family protein nucleoid-structuring protein H-NS)	756.4979	137	5	5	10
YPDA_ECOLI	C6EL88_ECOBD	B	Predicted sensory kinase in two-component system with YpdB (Signal transduction histidine kinase, LytS) (EC 2.7.13.3)	"1,104.50"	565	6	6	17
KEFA_ECOLI	C6EKZ9_ECOBD	B	Fused conserved protein (MscS Mechanosensitive ion channel)	"2,793.30"	1120	54	64	150
PLSC_ECOLI	C6EHX6_ECOBD	F1	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	630.357	245	12	15	47
RHO_ECOLI	C6EG30_ECOBD	A	Transcription termination factor Rho	"1,497.81"	419	27	32	66
HFLK_ECOLI	C6ECH5_ECOBD	B	HflK protein (Modulator for HflB protease specific for phage lambda cII repressor)	"1,800.86"	419	68	141	673
DEGP_ECOLI	C6EAC3_ECOBD	G	Protease Do (EC 3.4.21.108) (Serine endoprotease (Protease Do), membrane-associated) (EC 3.4.21.-)	"1,057.59"	474	46	89	469
YEGE_ECOLI	C6EAP0_ECOBD	B	Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S) (Predicted diguanylate cyclase, GGDEF domain signalling protein)	958.4588	1105	1	1	1
CYDA_ECOLI	C6EJK5_ECOBD	B	Cytochrome bd ubiquinol oxidase subunit I (Cytochrome d terminal oxidase, subunit I) (EC 1.9.3.-)	"1,083.60"	522	28	55	360
ATZN_ECOLI	C6EFA5_ECOBD	B	Heavy metal translocating P-type ATPase	"1,144.60"	732	37	69	408
SPOT_ECOLI	C6EDE0_ECOBD	A	(P)ppGpp synthetase I, SpoT/RelA (EC 3.1.7.2) (Bifunctional (P)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase) (EC 2.7.6.5) (EC 3.1.7.2)	"1,004.51"	702	4	4	4
UBIB_ECOLI	C6EF61_ECOBD	B	Probable ubiquinone biosynthesis protein ubiB	"1,262.82"	546	38	51	153
	IPI:CON_00009865.2|SWISS-PROT:P13645_ECOBD			"1,316.59"	0	42	65	895
RS4_ECOLI	C6EGH0_ECOBD	A	30S ribosomal protein S4	"1,005.58"	206	21	28	115
EFTU2_ECOLI	C6EE39_ECOBD	F1	Elongation factor Tu	"2,578.23"	394	41	67	400
ARNT_ECOLI	C6E9U3_ECOBD	B	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.n1) (4-amino-4-deoxy-L-arabinose lipid A transferase) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)	"1,129.71"	550	12	12	42
AMPN_ECOLI	C6EI50_ECOBD	F1	Aminopeptidase N	"1,130.65"	870	1	1	1
LYSP_ECOLI	C6EAF7_ECOBD	B	Amino acid permease-associated region (Lysine transporter)	"1,511.73"	489	4	4	5
FEPA_ECOLI	C6EKB2_ECOBD	H	Iron-enterobactin outer membrane transporter (TonB-dependent siderophore receptor)	"1,532.71"	746	24	28	55
CPXA_ECOLI	C6EEY6_ECOBD	B	Histidine kinase (Two-component sensor protein) (EC 2.7.1.-)	"1,257.62"	457	34	52	111
DNAK_ECOLI	C6EB40_ECOBD	F1	Chaperone protein DnaK (Molecular chaperone DnaK)	614.4097	638	46	62	97
PBP2_ECOLI	C6EK58_ECOBD	B	Peptidoglycan glycosyltransferase (EC 2.4.1.129) (Transpeptidase involved in peptidoglycan synthesis (Penicillin-binding protein 2))	"1,047.49"	633	33	36	42
PHOQ_ECOLI	C6EGW2_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-compoent regulatory system with PhoP) (EC 2.7.1.-)	817.4778	486	17	21	49
OPGG_ECOLI	C6EHG4_ECOBD	G	Glucan biosynthesis protein, periplasmic (Periplasmic glucan biosynthesis protein MdoG)	821.4339	511	20	27	37
YBDR_ECOLI	C6EK86_ECOBD	B	Alcohol dehydrogenase GroES domain protein (Predicted oxidoreductase, Zn-dependent and NAD(P)-binding)	701.4305	412	1	1	1
CPTA_ECOLI	C6EE54_ECOBD	B	Conserved inner membrane protein (Sulfatase)	895.4533	577	46	78	456
DEGQ_ECOLI	C6EGZ8_ECOBD	G	Protease Do (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	"1,015.55"	455	42	66	159
ARNC_ECOLI	C6E9U6_ECOBD	B	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.7.8.n1) (Undecaprenyl-phosphate Ara4FN transferase)	"1,144.62"	322	22	42	427
SUFI_ECOLI	C6EHX7_ECOBD	G	Multicopper oxidase type 3 (Repressor protein for FtsI)	"1,126.63"	470	7	7	7
RHLB_ECOLI	C6EG33_ECOBD	A	ATP-dependent RNA helicase (DEAD/DEAH box helicase domain protein)	642.4046	421	29	39	102
SURA_ECOLI	C6EB00_ECOBD	G	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Peptidylprolyl isomerase) (EC 5.2.1.8)	"1,089.55"	428	19	21	34
PTKC_ECOLI	C6EAL8_ECOBD	B	Galactitol-specific enzyme IIC component of PTS (PTS system, galactitol-specific IIC subunit)	951.4531	451	11	18	155
AAT_ECOLI	C6EI54_ECOBD	A	Aspartate aminotransferase, PLP-dependent (EC 2.6.1.1) (Aspartate transaminase) (EC 2.6.1.1)	"2,317.12"	396	9	10	13
TOLB_ECOLI	C6EJJ7_ECOBD	G	Protein tolB	675.3421	430	22	34	74
NLPB_ECOLI	C6EKN4_ECOBD	I	Lipoprotein (NlpBDapX family lipoprotein)	895.4632	344	19	31	84
MURG_ECOLI	C6EAW5_ECOBD	F1	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	824.5353	355	23	29	105
SBMA_ECOLI	C6ELL0_ECOBD	B	Predicted transporter (SbmABacA family protein)	881.4588	406	3	3	4
LPTF_ECOLI	C6EC90_ECOBD	B	Conserved inner membrane protein (Permease YjgP/YjgQ family protein)	788.4049	366	10	12	29
EFTS_ECOLI	C6EAB5_ECOBD	A	Elongation factor Ts (EF-Ts)	"1,177.59"	283	11	13	20
YAFS_ECOLI	C6EA77_ECOBD	A	Methyltransferase type 11 (Predicted S-adenosyl-L-methionine-dependent methyltransferase)	952.4846	240	4	4	5
RL3_ECOLI	C6EGE6_ECOBD	A	50S ribosomal protein L3	934.5205	209	15	16	26
PAL_ECOLI	C6EJJ6_ECOBD	I	Peptidoglycan-associated lipoprotein (Peptidoglycan-associated outer membrane lipoprotein)	755.3758	173	12	16	139
OMPA_ECOLI	C6EI25_ECOBD	H	"OmpA domain protein transmembrane region-containing protein (Outer membrane protein A (3a;II*;G;d))"	818.4342	346	54	117	703
RL2_ECOLI	C6EGE9_ECOBD	A	50S ribosomal protein L2	704.4342	273	21	27	130
DJLA_ECOLI	C6EAZ8_ECOBD	B	Dna-J like membrane chaperone protein (Heat shock protein DnaJ domain protein)	"1,039.48"	271	16	20	53
RS14_ECOLI	C6EGF9_ECOBD	A	30S ribosomal protein S14 (Ribosomal protein S14)	"1,125.63"	101	3	4	17
MLAD_ECOLI	C6EH34_ECOBD	G	Mammalian cell entry related domain protein (Predicted ABC-type organic solvent transporter)	"2,079.18"	183	20	31	184
NUOI_ECOLI	C6E9S1_ECOBD	F1	NADH-quinone oxidoreductase subunit I (EC 1.6.99.5) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	814.5258	180	12	15	25
YHES_ECOLI	C6EGB1_ECOBD	F1	ABC transporter related (Fused predicted transporter subunits of ABC superfamily: ATP-binding components)	773.4264	637	2	2	2
YJGR_ECOLI	C6EC88_ECOBD	B	Predicted ATPase (Putative uncharacterized protein)	957.5476	500	3	3	4
RL21_ECOLI	C6EH41_ECOBD	A	50S ribosomal protein L21	"1,465.77"	103	5	5	9
RS17_ECOLI	C6EGF5_ECOBD	A	30S ribosomal protein S17	757.4818	84	2	2	4
NARX_ECOLI	C6EGP2_ECOBD	B	Histidine kinase (EC 2.7.13.3) (Sensory histidine kinase in two-component regulatory system with NarL) (EC 2.7.3.-)	"1,651.97"	598	13	16	27
SPPA_ECOLI	C6ECJ1_ECOBD	B	Protease IV (Signal peptide peptidase) (EC 3.4.-.-) (Signal peptide peptidase SppA, 67K type)	"2,096.14"	618	35	50	229
PROP_ECOLI	C6ED13_ECOBD	B	Metabolite/H+ symporter, major facilitator superfamily (MFS) (Proline/glycine betaine transporter)	"1,235.64"	500	11	14	60
SOHB_ECOLI	C6EFW5_ECOBD	B	Peptidase S49 domain protein (Predicted inner membrane peptidase)	"1,095.53"	349	12	19	75
YFIO_ECOLI	C6EJZ5_ECOBD	I	Outer membrane assembly lipoprotein YfiO (Predicted lipoprotein)	"1,322.64"	245	22	33	68
THIO_ECOLI	C6EG32_ECOBD	A	Thioredoxin	"1,773.02"	109	3	3	7
YFHM_ECOLI	C6EKI9_ECOBD	E	Alpha-2-macroglobulin domain protein (Putative uncharacterized protein yfhM)	840.4576	1653	41	41	94
GLNP_ECOLI	C6EIX2_ECOBD	B	Glutamine ABC transporter permease protein (Polar amino acid ABC transporter, inner membrane subunit)	"1,057.68"	219	4	4	9
YDGA_ECOLI	C6EDN4_ECOBD	F2	Putative uncharacterized protein (Putative uncharacterized protein ydgA)	"1,582.86"	502	51	85	173
PTND_ECOLI	C6EC11_ECOBD	B	PTS system, mannose/fructose/sorbose family, IID subunit	960.5474	283	20	34	128
ATPB_ECOLI	C6EG71_ECOBD	F1	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	961.5467	460	29	40	77
RPOC_ECOLI	C6EE31_ECOBD	A	DNA-directed RNA polymerase (EC 2.7.7.6)	703.435	1407	57	64	177
	C6EBG7-R_ECOBD			702.4258	0	1	1	5
OMPF_ECOLI	C6EI53_ECOBD	H	"Outer membrane porin 1a (Ia;b;F) (Porin Gram-negative type)"	694.3771	362	52	113	1979
SDAC_ECOLI	C6EJ75_ECOBD	B	Predicted serine transporter (Serine transporter)	"1,371.58"	429	7	16	95
YAET_ECOLI	C6EAA8_ECOBD	H	Outer membrane protein assembly complex, YaeT protein (Putative uncharacterized protein yaeT)	878.429	810	53	72	153
PPID_ECOLI	C6EL22_ECOBD	B	Peptidyl-prolyl cis-trans isomerase (Rotamase D) (EC 5.2.1.8) (PpiC-type peptidyl-prolyl cis-trans isomerase)	"1,331.68"	623	120	228	711
YNCD_ECOLI	C6EER2_ECOBD	H	Predicted iron outer membrane transporter (TonB-dependent receptor)	"2,746.45"	700	23	27	40
ACRD_ECOLI	C6EKP2_ECOBD	B	Aminoglycoside/multidrug efflux system (Transporter, hydrophobe/amphiphile efflux-1 (HAE1) family)	"1,003.48"	1037	14	17	25
FTSI_ECOLI	C6EAX1_ECOBD	B	Peptidoglycan glycosyltransferase (EC 2.4.1.129) (Transpeptidase involved in septal peptidoglycan synthesis (Penicillin-binding protein 3)) (EC 2.4.1.129)	521.3083	588	37	47	147
PQIB_ECOLI	C6EI31_ECOBD	B	Mammalian cell entry related domain protein (Paraquat-inducible protein B)	956.505	546	45	80	203
CH60_ECOLI	C6ECY2_ECOBD	A	60 kDa chaperonin (Protein Cpn60) (groEL protein)	"1,799.01"	548	49	64	167
YFHK_ECOLI	C6EKF1_ECOBD	B	Histidine kinase (Predicted sensory kinase in two-component system)	700.3889	475	22	27	44
PTTBC_ECOLI	C6ECA8_ECOBD	B	Fused trehalose(Maltose)-specific PTS enzyme: IIB component/IIC component (PTS system, trehalose-specific IIBC subunit)	"1,102.58"	473	13	22	176
MACA_ECOLI	C6EIA3_ECOBD	F2	Efflux transporter, RND family, MFP subunit (Macrolide transporter subunit, membrane fusion protein (MFP) component)	745.4203	371	33	43	64
YBAL_ECOLI	C6EKY6_ECOBD	B	Potassium efflux system protein (Predicted transporter with NAD(P)-binding Rossmann-fold domain)	"2,298.12"	558	18	32	119
DEGS_ECOLI	C6EGZ7_ECOBD	B	Periplasmic serine protease DegS (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	827.4735	355	15	20	43
GALP_ECOLI	C6EIG8_ECOBD	B	Sugar transporter	990.5215	464	4	4	8
ACCD_ECOLI	C6ELD7_ECOBD	A	Acetyl-CoA carboxylase subunit beta (EC 6.4.1.2) (Acetyl-CoA carboxylase, carboxyl transferase, beta subunit)	"1,215.67"	304	17	18	34
AROD_ECOLI	C6ECR4_ECOBD	A	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase)	675.44	252	1	1	1
GLNQ_ECOLI	C6EIX3_ECOBD	F1	ABC transporter related (Glutamine ABC transporter ATP-binding protein)	529.3456	240	20	30	80
SSUB_ECOLI	C6EI49_ECOBD	F1	ABC transporter related (Alkanesulfonate transporter subunit)	529.3456	255	2	2	9
THIQ_ECOLI	C6EAY9_ECOBD	F1	ABC transporter, ATPase subunit, ThiQ subfamily (Thiamin transporter subunit)	529.3456	232	1	1	7
CYSA_ECOLI	C6EL55_ECOBD	F1	Sulfate ABC transporter, ATPase subunit (Sulfate/thiosulfate transporter subunit)	529.3456	365	5	5	13
YCDO_ECOLI	C6EHI9_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein ycdO)	791.441	375	7	7	12
YEBE_ECOLI	C6EBY3_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein yebE)	974.4538	219	15	22	56
YGAM_ECOLI	C6EJV3_ECOBD	B	Putative uncharacterized protein	"1,029.61"	109	4	4	9
FABG_ECOLI	C6EHC1_ECOBD	A	3-oxoacyl-(Acyl-carrier-protein) reductase (3-oxoacyl-[acyl-carrier-protein] reductase) (EC 1.1.1.100)	915.5258	244	5	5	11
RODZ_ECOLI	C6EKJ3_ECOBD	B	Putative uncharacterized protein yfgA (Transcriptional regulator, XRE family)	"1,180.60"	337	23	50	216
FXSA_ECOLI	C6ECY5_ECOBD	B	FxsA cytoplasmic membrane protein (Inner membrane protein)	597.3719	158	6	7	15
RL22_ECOLI	C6EGF1_ECOBD	A	50S ribosomal protein L22	600.4079	110	14	15	28
RL36_ECOLI	C6EGG7_ECOBD	A	50S ribosomal protein L36	903.4605	38	1	1	2
RL25_ECOLI	C6EA12_ECOBD	A	50S ribosomal protein L25	"1,096.55"	94	5	5	8
LPTG_ECOLI	C6EC89_ECOBD	B	Conserved inner membrane protein (Permease YjgP/YjgQ family protein)	759.4472	360	15	24	55
	C6EFX5-R_ECOBD			674.3469	0	1	1	10
	IPI:CON_00694561.1|ENSEMBL:ENSBTAP00000001528-R_ECOBD			758.4156	0	1	1	1
RPOD_ECOLI	C6EHS8_ECOBD	A	RNA polymerase sigma factor	836.4624	613	7	7	22
PITA_ECOLI	C6EEJ2_ECOBD	B	Phosphate transporter (Phosphate transporter, low-affinity)	818.4619	499	15	20	67
FADE_ECOLI	C6EA67_ECOBD	B	Acyl-CoA dehydrogenase (EC 1.3.99.3) (Putative uncharacterized protein)	817.4679	814	42	65	290
YJEP_ECOLI	C6ECW6_ECOBD	B	MscS Mechanosensitive ion channel (Predicted mechanosensitive channel)	"1,187.63"	1107	48	62	133
ALSA_ECOLI	C6ED36_ECOBD	F1	ABC transporter related (Fused D-allose transporter subunits of ABC superfamily: ATP-binding components)	757.4679	510	1	1	1
CLS_ECOLI	C6EFY7_ECOBD	B	Cardiolipin synthase (CL synthase) (EC 2.7.8.-)	672.404	486	26	39	107
ZNTB_ECOLI	C6EFP1_ECOBD	B	Mg2 transporter protein CorA family protein (Zinc transporter)	"1,172.60"	327	6	6	24
PBPB_ECOLI	C6EAD5_ECOBD	B	Penicillin-binding protein 1B (Penicillin-binding protein 1b) (EC 2.4.1.129) (EC 3.4.-.-)	801.4042	841	66	110	419
RS3_ECOLI	C6EGF2_ECOBD	A	30S ribosomal protein S3	925.583	233	31	45	315
ODP1_ECOLI	C6EAU3_ECOBD	B	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	"1,099.51"	887	18	19	21
YIBN_ECOLI	C6EDH8_ECOBD	B	Predicted rhodanese-related sulfurtransferase (Rhodanese domain protein)	"1,567.82"	143	10	18	147
PUTP_ECOLI	C6EHJ1_ECOBD	B	Proline:sodium symporter (Sodium/proline symporter)	"1,169.56"	502	3	4	18
	C6ED29-R_ECOBD			529.3457	0	1	1	4
PRC_ECOLI	C6EBZ9_ECOBD	F2	Carboxy-terminal protease for penicillin-binding protein 3 (EC 3.4.21.-) (Carboxyl-terminal protease) (EC 3.4.21.102)	"1,130.65"	682	21	22	37
LPTD_ECOLI	C6EAZ9_ECOBD	H	LPS-assembly protein lptD (Organic solvent tolerance protein)	905.5203	784	47	61	168
	IPI:CON_CASK|SWISS-PROT:P02668_ECOBD			"1,980.09"	0	4	9	147
PPB_ECOLI	C6ELK4_ECOBD	G	Alkaline phosphatase (EC 3.1.3.1) (Bacterial alkaline phosphatase) (EC 3.1.3.1)	960.4998	471	11	11	39
OXAA_ECOLI	C6EG98_ECOBD	B	Inner membrane protein oxaA	"1,116.58"	548	33	75	657
CYDC_ECOLI	C6EI96_ECOBD	B	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydC (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	543.3613	573	31	41	137
MUTL_ECOLI	C6ECV8_ECOBD	A	DNA mismatch repair protein mutL	543.3613	615	3	3	4
MSBA_ECOLI	C6EI68_ECOBD	B	Fused lipid transporter subunits of ABC superfamily: membrane component/ATP-binding component (Lipid A ABC exporter, fused ATPase and inner membrane subunits MsbA)	543.3613	582	46	72	400
