Entry Name K12	Entry Name BL21(DE3)	Category	Description	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra
ATKB_ECOLI	C6EJN7_ECOBD	B	Potassium-transporting ATPase B chain (EC 3.6.3.12) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium-binding and translocating subunit B) (Potassium-translocating ATPase B chain)	1,205.63	682	5	5	5
ATKC_ECOLI	C6EJN8_ECOBD	B	Potassium-transporting ATPase C chain (EC 3.6.3.12) (ATP phosphohydrolase [potassium-transporting] C chain) (Potassium-binding and translocating subunit C) (Potassium-translocating ATPase C chain)	2,355.28	190	1	1	2
ATMA_ECOLI	C6ECA6_ECOBD	B	Magnesium transporter (EC 3.6.3.1) (Magnesium-translocating P-type ATPase) (EC 3.6.3.2)	8.184.367	898	29	35	124
ATP6_ECOLI	C6EG65_ECOBD	B	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	8.444.888	271	2	2	8
ATPA_ECOLI	C6EG69_ECOBD	F1	ATP synthase subunit alpha (EC 3.6.3.14) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	2,150.09	513	62	93	850
ATPB_ECOLI	C6EG71_ECOBD	F1	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	2,343.30	460	60	90	740
ATPD_ECOLI	C6EG68_ECOBD	F1	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta)	1,143.64	177	21	36	416
ATPE_ECOLI	C6EG72_ECOBD	F1	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	8.305.347	139	14	21	69
ATPF_ECOLI	C6EG67_ECOBD	B	ATP synthase subunit b	9.615.314	156	52	84	867
ATPG_ECOLI	C6EG70_ECOBD	F1	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	8.484.912	287	48	72	507
ATPL_ECOLI	C6EG66_ECOBD	B	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (Lipid-binding protein)	1,064.65	79	1	1	2
ATZN_ECOLI	C6EFA5_ECOBD	B	Heavy metal translocating P-type ATPase	9.884.946	732	29	38	216
AVTA_ECOLI	C6EEA7_ECOBD	A	Aminotransferase class I and II (Valine-pyruvate transaminase) (EC 2.6.1.66)	9.475.057	417	3	3	3
BAER_ECOLI	C6EAM6_ECOBD	A	DNA-binding response regulator in two-component regulatory system with BaeS (Two component transcriptional regulator, winged helix family)	2,240.29	240	1	2	3
BAES_ECOLI	C6EAM7_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with BaeR) (EC 2.7.3.-)	1,701.89	467	3	3	6
BARA_ECOLI	C6EJ86_ECOBD	B	Hpt sensor hybrid histidine kinase (Hybrid sensory histidine kinase, in two-component regulatory system with UvrY) (EC 2.7.3.-)	1,513.73	918	9	9	10
BASR_ECOLI	C6ED11_ECOBD	A	DNA-binding response regulator in two-component regulatory system with BasS (Two component transcriptional regulator, winged helix family)	8.514.621	222	9	11	39
BASS_ECOLI	C6ED12_ECOBD	B	Histidine kinase	1,319.73	366	2	2	2
BCP_ECOLI	C6EKN1_ECOBD	A	Peroxiredoxin (EC 1.11.1.15) (Thioredoxin-dependent thiol peroxidase) (EC 1.11.1.-) (EC 1.11.1.7)	1,028.58	156	3	3	3
BCR_ECOLI	C6EA15_ECOBD	B	Bicyclomycin/multidrug efflux system (Drug resistance transporter, Bcr/CflA subfamily)	1,210.66	396	1	1	1
BCSB_ECOLI	C6EEF1_ECOBD	B	Cellulose synthase subunit B	1,245.64	767	20	23	34
BCSC_ECOLI	C6EEF3_ECOBD	G	Cellulose synthase operon C domain protein (Cellulose synthase subunit)	1,583.85	1157	1	1	1
BETA_ECOLI	C6ELS0_ECOBD	F1	Choline dehydrogenase (EC 1.1.99.1)	9.565.636	556	11	13	16
BETB_ECOLI	C6ELR9_ECOBD	A	Betaine aldehyde dehydrogenase (Betaine aldehyde dehydrogenase, NAD-dependent) (EC 1.2.1.8)	1,249.69	490	3	3	3
BETT_ECOLI	C6ELR7_ECOBD	B	Choline transporter of high affinity (Choline/carnitine/betaine transporter)	1,273.55	677	7	8	20
BETT_ECOLI	C6EC73_ECOBD	B	Choline/carnitine/betaine transporter	9.745.782	665	8	8	25
BFR_ECOLI	C6EGD0_ECOBD	A	Bacterioferritin	1,669.95	158	1	1	1
BGAL_ECOLI	C6ELN6_ECOBD	A	Beta-D-galactosidase (EC 3.2.1.23) (Beta-galactosidase) (EC 3.2.1.23)	1,083.52	1024	7	7	11
BGLX_ECOLI	C6EAH9_ECOBD	G	Beta-D-glucoside glucohydrolase, periplasmic (EC 3.2.1.21) (Glycoside hydrolase family 3 domain protein)	9.416.032	765	45	58	118
BIOH_ECOLI	C6EFG2_ECOBD	A	BioH protein (EC 3.1.1.1)	1,265.69	256	1	1	1
BIRA_ECOLI	C6EE41_ECOBD	B	Bifunctional BirA, biotin operon repressor/biotin--acetyl-CoA-carboxylase ligase (EC 6.3.4.15) (Biotin-protein ligase) (EC 6.3.4.15)	1,460.85	321	2	2	3
BLC_ECOLI	C6ECX4_ECOBD	I	Lipocalin family protein (Outer membrane lipoprotein (Lipocalin))	1,986.96	178	7	7	9
BORD_ECOLI	C6EKD4_ECOBD	I	Bor family protein (Predicted lipoprotein)	1,046.53	97	3	4	12
BRNQ_ECOLI	C6ELI3_ECOBD	B	Branched-chain amino acid transport system II carrier protein (Predicted branched chain amino acid transporter (LIV-II))	8.014.037	439	1	1	1
BSMA_ECOLI	C6ECG0_ECOBD	I	Putative uncharacterized protein (Putative uncharacterized protein yjfO)	9.655.085	109	1	1	3
BTUD_ECOLI	C6ECP8_ECOBD	F1	ABC transporter related (Vitamin B12-transporter ATPase)	1,362.64	249	3	3	4
BTUE_ECOLI	C6ECP7_ECOBD	A	Glutathione peroxidase	1,250.67	183	2	2	4
BTUF_ECOLI	C6EAC6_ECOBD	G	Periplasmic binding protein (Vitamin B12-transporter protein BtuF)	1,651.88	266	3	3	3
BTUR_ECOLI	C6EFW7_ECOBD	A	Cob(I)alamin adenosyltransferase (EC 2.5.1.17) (Cob(I)yrinic acid a,c-diamide adenosyltransferase) (EC 2.5.1.-) (EC 2.5.1.17)	9.164.483	196	2	2	4
C56H_ECOLI	C6EB94_ECOBD	B	Cytochrome B561	1,828.89	169	2	2	4
C56I_ECOLI	C6EHF6_ECOBD	B	Cytochrome B561 (Predicted cytochrome b561)	1,159.53	188	1	1	1
CAN_ECOLI	C6EAT1_ECOBD	A	Carbonic anhydrase (EC 4.2.1.1)	1,467.80	220	7	8	10
CAPP_ECOLI	C6EE53_ECOBD	A	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	1,088.51	883	9	9	11
CARA_ECOLI	C6EB20_ECOBD	A	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	1,337.72	382	2	2	2
CARB_ECOLI	C6EB19_ECOBD	A	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	9.755.622	1073	33	39	92
CATE_ECOLI	C6ECM6_ECOBD	A	Catalase (EC 1.11.1.6)	1,031.51	753	2	2	2
CCMA_ECOLI	C6E9Z9_ECOBD	F1	Heme exporter protein CcmA	9.745.742	205	1	1	1
CCME_ECOLI	C6EA03_ECOBD	B	Cytochrome c-type biogenesis protein CcmE (Cytochrome c maturation protein E) (Heme chaperone CcmE)	1,371.71	159	2	2	2
CCMF_ECOLI	C6EA04_ECOBD	B	Cytochrome c assembly protein (Heme lyase, CcmF subunit)	1,143.62	647	3	3	3
CCMH_ECOLI	C6EA06_ECOBD	B	Cytochrome C biogenesis protein (Heme lyase, CcmH subunit)	1,451.71	350	2	2	4
CDH_ECOLI	C6EEY0_ECOBD	B	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26) (CDP-diacylglycerol phosphatidylhydrolase) (CDP-diglyceride hydrolase)	1,809.92	251	21	23	75
CFA_ECOLI	C6ECU2_ECOBD	A	Cyclopropane fatty acyl phospholipid synthase (Unsaturated-phospholipid methyltransferase) (EC 2.1.1.79) (Cyclopropane-fatty-acyl-phospholipid synthase)	1,390.75	382	1	1	2
CH10_ECOLI	C6ECY3_ECOBD	A	10 kDa chaperonin (Protein Cpn10) (groES protein)	1,788.97	97	5	5	9
CH60_ECOLI	C6ECY2_ECOBD	A	60 kDa chaperonin (Protein Cpn60) (groEL protein)	9.064.603	548	61	79	140
CHAA_ECOLI	C6EGP8_ECOBD	B	Calcium/proton exchanger (Calcium/sodium:proton antiporter)	9.184.904	366	4	4	44
CISY_ECOLI	C6EJL8_ECOBD	A	Citrate synthase (EC 2.3.3.1)	1,008.55	427	16	17	20
CLCA_ECOLI	C6EAC9_ECOBD	B	Chloride channel core (Chloride channel protein)	1,357.74	473	3	4	5
CLPB_ECOLI	C6EJZ8_ECOBD	A	ATP-dependent chaperone ClpB (Protein disaggregation chaperone)	9.155.047	857	25	30	52
CLPP_ECOLI	C6EL28_ECOBD	A	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	2,331.20	207	2	3	3
CLPX_ECOLI	C6EL27_ECOBD	A	ATP-dependent Clp protease ATP-binding subunit ClpX	1,017.53	424	14	15	28
CLS_ECOLI	C6EFY7_ECOBD	B	Cardiolipin synthase (CL synthase) (EC 2.7.8.-)	9.074.343	486	17	18	36
CMOA_ECOLI	C6EBV7_ECOBD	A	tRNA (cmo5U34)-methyltransferase (EC 2.1.1.-)	1,969.97	247	3	3	4
COAE_ECOLI	C6EAV3_ECOBD	A	Dephospho-CoA kinase (EC 2.7.1.24)	2,259.20	206	1	1	1
COBS_ECOLI	C6EB80_ECOBD	B	Cobalamin synthase (EC 2.-.-.-)	1,162.61	247	3	3	5
CODB_ECOLI	C6ELP4_ECOBD	B	Cytosine transporter (NCS1 nucleoside transporter family)	1,476.66	419	1	1	1
COPA_ECOLI	C6EKY0_ECOBD	B	Copper transporter (EC 3.6.3.10) (Copper-translocating P-type ATPase)	1,096.64	834	29	36	87
CORA_ECOLI	C6EFZ7_ECOBD	B	Magnesium and cobalt transport protein CorA (Magnesium/nickel/cobalt transporter)	9.345.469	316	17	23	36
CPDB_ECOLI	C6ECD1_ECOBD	G	2',3'-cyclic-nucleotide 2'-phosphodiesterase (Bifunctional 2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase periplasmic protein) (EC 3.1.3.6) (EC 3.1.4.16)	1,430.76	647	11	11	11
CPTA_ECOLI	C6EE54_ECOBD	B	Conserved inner membrane protein (Sulfatase)	1,109.52	577	50	64	283
CPXA_ECOLI	C6EEY6_ECOBD	B	Histidine kinase (Two-component sensor protein) (EC 2.7.1.-)	9.745.517	457	30	36	76
CPXP_ECOLI	C6EEY4_ECOBD	F2	Periplasmic protein combats stress (Putative uncharacterized protein)	9.765.245	166	2	2	3
CPXR_ECOLI	C6EEY5_ECOBD	F1	DNA-binding response regulator in two-component regulatory system with CpxA (Two component transcriptional regulator, winged helix family)	1,139.61	232	6	6	7
CREA_ECOLI	C6EBH4_ECOBD	G	CreA family protein (Putative uncharacterized protein creA)	8.774.778	157	14	16	56
CREC_ECOLI	C6EBH2_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with CreB or PhoB, regulator of the CreBC regulon) (EC 2.7.1.-)	1,050.56	474	1	1	1
CRL_ECOLI	C6EA47_ECOBD	A	DNA-binding transcriptional regulator (Transcriptional regulator Crl)	8.364.626	133	3	3	3
CRP_ECOLI	C6EGA6_ECOBD	A	DNA-binding transcriptional dual regulator (Transcriptional regulator, Crp/Fnr family)	9.605.473	210	25	38	97
CSIE_ECOLI	C6EKH2_ECOBD	A	Stationary phase inducible protein (Transcriptional antiterminator, BglG)	9.605.262	426	1	1	1
CSPC_ECOLI	C6EC07_ECOBD	A	Cold-shock DNA-binding domain protein (Stress protein, member of the CspA-family)	1,905.92	69	1	1	1
CSRA_ECOLI	C6EJT5_ECOBD	A	Carbon storage regulator	1,268.61	61	1	1	1
CUEO_ECOLI	C6EAT4_ECOBD	G	Multicopper oxidase (Laccase) (Multicopper oxidase type 3)	3,087.73	516	6	6	6
CUSR_ECOLI	C6EKD0_ECOBD	A	DNA-binding response regulator in two-component regulatory system with CusS (Two component heavy metal response transcriptional regulator, winged helix family)	1,280.58	227	2	2	2
CUSS_ECOLI	C6EKD1_ECOBD	B	Heavy metal sensor signal transduction histidine kinase (Sensory histidine kinase in two-component regulatory system with CusR, senses copper ions)	9.315.208	482	5	6	8
CVRA_ECOLI	C6EGS6_ECOBD	B	Potassium/proton antiporter (Sodium/hydrogen exchanger)	1,457.77	578	4	4	6
CYCA_ECOLI	C6ECD6_ECOBD	B	Amino acid permease-associated region (D-alanine/D-serine/glycine transporter)	1,654.85	470	3	4	23
CYDA_ECOLI	C6EJK5_ECOBD	B	Cytochrome bd ubiquinol oxidase subunit I (Cytochrome d terminal oxidase, subunit I) (EC 1.9.3.-)	1,092.60	522	19	22	153
CYDB_ECOLI	C6EJK4_ECOBD	B	Cytochrome d terminal oxidase, subunit II (EC 1.9.3.-) (Cytochrome d ubiquinol oxidase, subunit II)	9.245.262	379	4	5	8
CYDC_ECOLI	C6EI96_ECOBD	B	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydC (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	1,046.53	573	21	26	39
CYDD_ECOLI	C6EI95_ECOBD	B	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydD (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	811.358	588	21	26	91
CYOA_ECOLI	C6EL34_ECOBD	B	Cytochrome o ubiquinol oxidase subunit II (EC 1.10.3.-) (Ubiquinol oxidase, subunit II)	1,018.57	315	13	22	171
CYOB_ECOLI	C6EL35_ECOBD	B	Cytochrome o ubiquinol oxidase subunit I (EC 1.10.3.-) (Cytochrome o ubiquinol oxidase, subunit I) (EC 1.9.3.1)	1,199.54	663	14	19	89
CYOC_ECOLI	C6EL36_ECOBD	B	Cytochrome o ubiquinol oxidase subunit III (EC 1.10.3.-) (Cytochrome o ubiquinol oxidase, subunit III)	9.044.959	204	1	1	1
CYSA_ECOLI	C6EL55_ECOBD	F1	Sulfate ABC transporter, ATPase subunit (Sulfate/thiosulfate transporter subunit)	1,015.61	365	3	3	6
CYSB_ECOLI	C6EFW2_ECOBD	A	DNA-binding transcriptional dual regulator, O-acetyl-L-serine-binding (Transcriptional regulator, LysR family)	9.325.348	324	3	3	4
CYSE_ECOLI	C6EDI2_ECOBD	A	Serine O-acetyltransferase (EC 2.3.1.30) (Serine acetyltransferase) (EC 2.3.1.30)	9.705.681	273	2	2	2
