Entry Name K12	Entry Name BL21(DE3)	Category	Description	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra
ACP_ECOLI	C6EHC0_ECOBD	F1	Acyl carrier protein (ACP)	9.565.777	78	2	2	2
ACRA_ECOLI	C6EL01_ECOBD	E	Efflux transporter, RND family, MFP subunit (Multidrug efflux system)	3,751.03	397	54	93	294
ACRB_ECOLI	C6EL02_ECOBD	B	Multidrug efflux system protein (Transporter, hydrophobe/amphiphile efflux-1 (HAE1) family)	1,297.72	1049	34	50	161
ACRD_ECOLI	C6EKP2_ECOBD	B	Aminoglycoside/multidrug efflux system (Transporter, hydrophobe/amphiphile efflux-1 (HAE1) family)	1,652.90	1037	7	9	11
ACSA_ECOLI	C6ED56_ECOBD	A	Acetate/CoA ligase (Acetyl-coenzyme A synthetase) (EC 6.2.1.1) (EC 6.2.1.17)	1,535.84	652	1	1	1
ACTP_ECOLI	C6ED58_ECOBD	B	Cation/acetate symporter ActP (Acetate permease) (Acetate transporter ActP)	1,373.66	549	2	2	3
ADD_ECOLI	C6EDM4_ECOBD	A	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	1,390.71	333	5	6	6
AGP_ECOLI	C6EHK5_ECOBD	G	Glucose-1-phosphatase (EC 3.1.3.10) (Glucose-1-phosphatase/inositol phosphatase) (EC 3.1.3.10)	1,291.63	413	18	21	32
AHPC_ECOLI	C6EK89_ECOBD	A	Alkyl hydroperoxide reductase, C22 subunit (EC 1.11.1.15) (Peroxiredoxin)	9.175.052	187	11	17	26
AHPF_ECOLI	C6EK88_ECOBD	A	Alkyl hydroperoxide reductase, F subunit	9.305.003	531	2	2	2
AIS_ECOLI	C6E9U8_ECOBD	G	Lipopolysaccharide core heptose(II)-phosphate phosphatase (EC 3.1.3.-)	1,192.56	200	11	12	29
AK1H_ECOLI	C6EBG7_ECOBD	F1	Aspartate kinase (EC 1.1.1.3) (EC 2.7.2.4) (Bifunctional aspartokinase I/homoserine dehydrogenase I) (EC 1.1.1.3) (EC 2.7.2.4)	1,742.99	820	2	2	2
AK2H_ECOLI	C6EE68_ECOBD	A	Aspartate kinase (EC 1.1.1.3) (EC 2.7.2.4) (Bifunctional aspartate kinase II/homoserine dehydrogenase II) (EC 1.1.1.3) (EC 2.7.2.4)	8.125.717	810	6	6	6
ALF_ECOLI	C6EII4_ECOBD	A	Fructose-bisphosphate aldolase (EC 4.1.2.13) (Fructose-bisphosphate aldolase, class II)	1,232.65	359	4	4	5
ALKH_ECOLI	C6EBX8_ECOBD	A	2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) (Keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase) (EC 4.1.2.14) (EC 4.1.3.16)	4,058.17	213	3	3	4
ALLR_ECOLI	C6EKV9_ECOBD	A	DNA-binding transcriptional repressor (Transcriptional regulator, IclR family)	1,147.67	271	1	1	1
ALX_ECOLI	C6EHQ7_ECOBD	B	Integral membrane protein TerC (Predicted inner membrane protein, part of terminus)	1,953.97	321	3	4	4
AMIA_ECOLI	C6EKR9_ECOBD	G	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (N-acetylmuramoyl-l-alanine amidase I) (EC 3.5.1.28)	1,163.62	289	1	1	1
AMIC_ECOLI	C6EJ52_ECOBD	G	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	3,567.72	417	10	10	10
AMID_ECOLI	C6EIB4_ECOBD	I	N-acetylmuramyl-L-alanine amidase, negative regulator of AmpC, AmpD (EC 3.5.1.28) (Predicted amidase and lipoprotein)	2,017.12	276	2	2	2
AMPA_ECOLI	C6EC91_ECOBD	A	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (Leucyl aminopeptidase)	9.114.469	503	11	13	13
AMPC_ECOLI	C6ECX3_ECOBD	G	Beta-lactamase (EC 3.5.2.6) (Beta-lactamase/D-alanine carboxypeptidase) (EC 3.5.2.6)	1,327.74	377	1	1	1
AMPD_ECOLI	C6EAU7_ECOBD	A	N-acetyl-anhydromuranmyl-L-alanine amidase (N-acetylmuramyl-L-alanine amidase, negative regulator of AmpC, AmpD)	1,388.74	183	1	1	1
AMPE_ECOLI	C6EAU6_ECOBD	B	Predicted inner membrane protein (Signaling modulator of AmpD, AmpE)	2,147.95	284	3	3	5
AMPN_ECOLI	C6EI50_ECOBD	F1	Aminopeptidase N	8.535.507	870	2	2	2
AMPP_ECOLI	C6EIK0_ECOBD	A	Peptidase M24 (Proline aminopeptidase P II) (EC 3.4.11.9)	1,779.94	441	2	2	2
APPC_ECOLI	C6EHN0_ECOBD	B	Cytochrome bd ubiquinol oxidase subunit I (Cytochrome bd-II oxidase, subunit I) (EC 1.10.3.-)	8.584.792	514	1	1	1
APT_ECOLI	C6EKZ5_ECOBD	A	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	1,265.67	183	2	2	3
ARAH_ECOLI	C6EBT1_ECOBD	B	Inner-membrane translocator	1,064.52	328	1	1	2
ARCA_ECOLI	C6EBH0_ECOBD	A	DNA-binding response regulator in two-component regulatory system with ArcB or CpxA (Two component transcriptional regulator, winged helix family)	1,252.58	238	3	3	3
ARCB_ECOLI	C6EH17_ECOBD	B	Hybrid sensory histidine kinase in two-component regulatory system with ArcA (EC 2.7.3.-) (Multi-sensor hybrid histidine kinase)	9.404.887	778	32	35	67
ARGB_ECOLI	C6EE50_ECOBD	A	Acetylglutamate kinase	2,075.08	258	1	1	1
ARGD_ECOLI	C6EGA4_ECOBD	A	Bifunctional acetylornithine aminotransferase/ succinyldiaminopimelate aminotransferase (EC 2.6.1.11) (EC 2.6.1.17) (Succinylornithine transaminase family) (EC 2.6.1.17)	2,718.45	406	3	3	3
ARGE_ECOLI	C6EE52_ECOBD	A	Acetylornithine deacetylase (EC 3.5.1.16) (Acetylornithine deacetylase (ArgE)) (EC 3.5.1.16)	2,805.42	383	1	1	1
ARGT_ECOLI	C6ELE3_ECOBD	G	Cationic amino acid ABC transporter, periplasmic binding protein (Lysine/arginine/ornithine transporter subunit)	1,701.83	260	6	6	7
ARLY_ECOLI	C6EE49_ECOBD	A	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	1,040.57	457	4	5	5
ARNA_ECOLI	C6E9U5_ECOBD	A	Bifunctional polymyxin resistance protein ArnA	9.754.995	660	12	12	14
ARNC_ECOLI	C6E9U6_ECOBD	B	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.7.8.n1) (Undecaprenyl-phosphate Ara4FN transferase)	1,462.84	322	26	43	293
ARND_ECOLI	C6E9U4_ECOBD	A	Polysaccharide deacetylase (Putative uncharacterized protein yfbH)	8.155.238	296	13	17	23
ARNT_ECOLI	C6E9U3_ECOBD	B	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase (EC 2.4.2.n1) (4-amino-4-deoxy-L-arabinose lipid A transferase) (Undecaprenyl phosphate-alpha-L-Ara4N transferase)	9.414.399	550	8	8	14
AROP_ECOLI	C6EAU5_ECOBD	B	Amino acid permease-associated region	8.594.996	456	2	3	7
ARTI_ECOLI	C6EIB8_ECOBD	G	Arginine transporter subunit (Cationic amino acid ABC transporter, periplasmic binding protein)	3,495.78	243	16	19	22
ARTJ_ECOLI	C6EIC1_ECOBD	G	Arginine transporter subunit (Cationic amino acid ABC transporter, periplasmic binding protein)	2,145.12	243	13	16	19
ARTM_ECOLI	C6EIC0_ECOBD	B	Arginine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	1,648.98	222	3	3	3
ARTP_ECOLI	C6EIB7_ECOBD	F1	Arginine transporter ATP-binding subunit (Arginine transporter subunit)	1,621.80	242	6	8	11
ARTQ_ECOLI	C6EIB9_ECOBD	B	Arginine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	1,977.06	238	2	2	4
ASMA_ECOLI	C6EAP3_ECOBD	B	AsmA family protein (Predicted assembly protein)	9.414.687	617	21	22	31
ASNA_ECOLI	C6EG59_ECOBD	A	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	1,408.85	330	1	1	1
ASNB_ECOLI	C6EJR1_ECOBD	A	Asparagine synthase (Glutamine-hydrolyzing) (Asparagine synthetase B) (EC 6.3.5.4)	8.034.258	554	1	1	1
ASPA_ECOLI	C6ECY6_ECOBD	A	Aspartate ammonia-lyase	1,501.80	478	9	9	9
ASSY_ECOLI	C6EH54_ECOBD	A	Argininosuccinate synthase (EC 6.3.4.5)	1,127.48	447	4	4	4
ASTC_ECOLI	C6ECL0_ECOBD	A	Acetylornithine and succinylornithine aminotransferase (EC 2.6.1.81) (Succinylornithine transaminase, PLP-dependent) (EC 2.6.1.-)	9.894.898	406	1	1	1
ATKB_ECOLI	C6EJN7_ECOBD	B	Potassium-transporting ATPase B chain (EC 3.6.3.12) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium-binding and translocating subunit B) (Potassium-translocating ATPase B chain)	1,205.63	682	5	5	5
ATKC_ECOLI	C6EJN8_ECOBD	B	Potassium-transporting ATPase C chain (EC 3.6.3.12) (ATP phosphohydrolase [potassium-transporting] C chain) (Potassium-binding and translocating subunit C) (Potassium-translocating ATPase C chain)	2,355.28	190	1	1	1
ATMA_ECOLI	C6ECA6_ECOBD	B	Magnesium transporter (EC 3.6.3.1) (Magnesium-translocating P-type ATPase) (EC 3.6.3.2)	8.184.367	898	27	31	77
ATP6_ECOLI	C6EG65_ECOBD	B	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	2,695.29	271	1	3	6
ATPA_ECOLI	C6EG69_ECOBD	F1	ATP synthase subunit alpha (EC 3.6.3.14) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	8.825.408	513	47	65	141
ATPB_ECOLI	C6EG71_ECOBD	F1	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	9.615.467	460	47	66	125
ATPD_ECOLI	C6EG68_ECOBD	F1	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta)	961.55	177	8	14	32
ATPE_ECOLI	C6EG72_ECOBD	F1	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	1,048.61	139	2	2	2
ATPF_ECOLI	C6EG67_ECOBD	B	ATP synthase subunit b	9.615.314	156	47	90	587
ATPG_ECOLI	C6EG70_ECOBD	F1	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	1,311.66	287	20	30	66
ATPL_ECOLI	C6EG66_ECOBD	B	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (Lipid-binding protein)	1,064.65	79	1	2	5
ATZN_ECOLI	C6EFA5_ECOBD	B	Heavy metal translocating P-type ATPase	9.884.946	732	30	43	208
AVTA_ECOLI	C6EEA7_ECOBD	A	Aminotransferase class I and II (Valine-pyruvate transaminase) (EC 2.6.1.66)	9.475.057	417	3	3	3
BAES_ECOLI	C6EAM7_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with BaeR) (EC 2.7.3.-)	1,701.89	467	3	3	4
BARA_ECOLI	C6EJ86_ECOBD	B	Hpt sensor hybrid histidine kinase (Hybrid sensory histidine kinase, in two-component regulatory system with UvrY) (EC 2.7.3.-)	1,513.73	918	7	7	7
BASR_ECOLI	C6ED11_ECOBD	A	DNA-binding response regulator in two-component regulatory system with BasS (Two component transcriptional regulator, winged helix family)	1,715.81	222	2	2	2
BASS_ECOLI	C6ED12_ECOBD	B	Histidine kinase	1,319.73	366	2	2	2
BCP_ECOLI	C6EKN1_ECOBD	A	Peroxiredoxin (EC 1.11.1.15) (Thioredoxin-dependent thiol peroxidase) (EC 1.11.1.-) (EC 1.11.1.7)	2,294.07	156	2	2	2
BCR_ECOLI	C6EA15_ECOBD	B	Bicyclomycin/multidrug efflux system (Drug resistance transporter, Bcr/CflA subfamily)	1,210.66	396	1	1	1
BCSB_ECOLI	C6EEF1_ECOBD	B	Cellulose synthase subunit B	1,245.64	767	21	25	34
BCSC_ECOLI	C6EEF3_ECOBD	G	Cellulose synthase operon C domain protein (Cellulose synthase subunit)	1,583.85	1157	1	1	1
BETA_ECOLI	C6ELS0_ECOBD	F1	Choline dehydrogenase (EC 1.1.99.1)	1,729.88	556	4	4	5
BETB_ECOLI	C6ELR9_ECOBD	A	Betaine aldehyde dehydrogenase (Betaine aldehyde dehydrogenase, NAD-dependent) (EC 1.2.1.8)	1,249.69	490	3	3	3
BETT_ECOLI	C6ELR7_ECOBD	B	Choline transporter of high affinity (Choline/carnitine/betaine transporter)	1,273.55	677	7	9	21
BETT_ECOLI	C6EC73_ECOBD	B	Choline/carnitine/betaine transporter	9.745.782	665	8	8	24
BGLX_ECOLI	C6EAH9_ECOBD	G	Beta-D-glucoside glucohydrolase, periplasmic (EC 3.2.1.21) (Glycoside hydrolase family 3 domain protein)	9.416.032	765	43	57	101
BIRA_ECOLI	C6EE41_ECOBD	B	Bifunctional BirA, biotin operon repressor/biotin--acetyl-CoA-carboxylase ligase (EC 6.3.4.15) (Biotin-protein ligase) (EC 6.3.4.15)	1,511.65	321	1	1	2
BLC_ECOLI	C6ECX4_ECOBD	I	Lipocalin family protein (Outer membrane lipoprotein (Lipocalin))	1,986.96	178	7	7	9
BORD_ECOLI	C6EKD4_ECOBD	I	Bor family protein (Predicted lipoprotein)	1,046.53	97	4	5	13
BORD_ECOLI	C6EJF8_ECOBD	I	Bor family protein (Bor protein)	3,911.03	97	1	1	1
BRNQ_ECOLI	C6ELI3_ECOBD	B	Branched-chain amino acid transport system II carrier protein (Predicted branched chain amino acid transporter (LIV-II))	8.014.037	439	1	1	1
BSMA_ECOLI	C6ECG0_ECOBD	I	Putative uncharacterized protein (Putative uncharacterized protein yjfO)	9.655.085	109	1	1	3
BTUE_ECOLI	C6ECP7_ECOBD	A	Glutathione peroxidase	1,250.67	183	2	2	3
BTUF_ECOLI	C6EAC6_ECOBD	G	Periplasmic binding protein (Vitamin B12-transporter protein BtuF)	1,651.88	266	3	3	3
C56H_ECOLI	C6EB94_ECOBD	B	Cytochrome B561	1,828.89	169	2	2	4
C56I_ECOLI	C6EHF6_ECOBD	B	Cytochrome B561 (Predicted cytochrome b561)	1,159.53	188	1	1	1
CADC_ECOLI	C6ECZ1_ECOBD	B	DNA-binding transcriptional activator (Transcriptional regulator, CadC)	2,334.22	512	1	1	1
CAN_ECOLI	C6EAT1_ECOBD	A	Carbonic anhydrase (EC 4.2.1.1)	1,864.95	220	6	7	7
CAPP_ECOLI	C6EE53_ECOBD	A	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	1,213.62	883	4	4	5
CARA_ECOLI	C6EB20_ECOBD	A	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	1,337.72	382	2	2	2
CARB_ECOLI	C6EB19_ECOBD	A	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	8.844.512	1073	23	25	28
CCMA_ECOLI	C6E9Z9_ECOBD	F1	Heme exporter protein CcmA	9.745.742	205	1	1	1
CCME_ECOLI	C6EA03_ECOBD	B	Cytochrome c-type biogenesis protein CcmE (Cytochrome c maturation protein E) (Heme chaperone CcmE)	1,371.71	159	3	3	4
CCMF_ECOLI	C6EA04_ECOBD	B	Cytochrome c assembly protein (Heme lyase, CcmF subunit)	1,143.62	647	3	3	3
CCMH_ECOLI	C6EA06_ECOBD	B	Cytochrome C biogenesis protein (Heme lyase, CcmH subunit)	1,451.71	350	2	2	4
CDH_ECOLI	C6EEY0_ECOBD	B	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26) (CDP-diacylglycerol phosphatidylhydrolase) (CDP-diglyceride hydrolase)	8.454.264	251	21	24	50
CH10_ECOLI	C6ECY3_ECOBD	A	10 kDa chaperonin (Protein Cpn10) (groES protein)	1,788.97	97	6	7	11
CH60_ECOLI	C6ECY2_ECOBD	A	60 kDa chaperonin (Protein Cpn60) (groEL protein)	9.064.603	548	54	67	87
CHAA_ECOLI	C6EGP8_ECOBD	B	Calcium/proton exchanger (Calcium/sodium:proton antiporter)	9.184.904	366	4	5	36
CISY_ECOLI	C6EJL8_ECOBD	A	Citrate synthase (EC 2.3.3.1)	1,008.55	427	16	18	22
CLCA_ECOLI	C6EAC9_ECOBD	B	Chloride channel core (Chloride channel protein)	1,357.74	473	3	4	5
CLPB_ECOLI	C6EJZ8_ECOBD	A	ATP-dependent chaperone ClpB (Protein disaggregation chaperone)	9.155.047	857	13	13	16
CLPP_ECOLI	C6EL28_ECOBD	A	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	2,331.20	207	2	3	3
CLPX_ECOLI	C6EL27_ECOBD	A	ATP-dependent Clp protease ATP-binding subunit ClpX	1,017.53	424	2	2	2
CLS_ECOLI	C6EFY7_ECOBD	B	Cardiolipin synthase (CL synthase) (EC 2.7.8.-)	9.074.343	486	17	19	37
CMOA_ECOLI	C6EBV7_ECOBD	A	tRNA (cmo5U34)-methyltransferase (EC 2.1.1.-)	1,969.97	247	2	2	2
COBS_ECOLI	C6EB80_ECOBD	B	Cobalamin synthase (EC 2.-.-.-)	1,162.61	247	3	4	7
CODB_ECOLI	C6ELP4_ECOBD	B	Cytosine transporter (NCS1 nucleoside transporter family)	1,476.66	419	1	1	1
COPA_ECOLI	C6EKY0_ECOBD	B	Copper transporter (EC 3.6.3.10) (Copper-translocating P-type ATPase)	8.264.166	834	30	40	82
CORA_ECOLI	C6EFZ7_ECOBD	B	Magnesium and cobalt transport protein CorA (Magnesium/nickel/cobalt transporter)	1,036.49	316	15	23	31
CPDB_ECOLI	C6ECD1_ECOBD	G	2',3'-cyclic-nucleotide 2'-phosphodiesterase (Bifunctional 2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase periplasmic protein) (EC 3.1.3.6) (EC 3.1.4.16)	1,430.76	647	11	11	11
CPTA_ECOLI	C6EE54_ECOBD	B	Conserved inner membrane protein (Sulfatase)	1,109.52	577	50	74	245
CPXA_ECOLI	C6EEY6_ECOBD	B	Histidine kinase (Two-component sensor protein) (EC 2.7.1.-)	9.745.517	457	29	35	74
CPXP_ECOLI	C6EEY4_ECOBD	F2	Periplasmic protein combats stress (Putative uncharacterized protein)	1,477.73	166	1	1	2
CPXR_ECOLI	C6EEY5_ECOBD	F1	DNA-binding response regulator in two-component regulatory system with CpxA (Two component transcriptional regulator, winged helix family)	904.5	232	2	2	2
CREA_ECOLI	C6EBH4_ECOBD	G	CreA family protein (Putative uncharacterized protein creA)	9.984.723	157	10	13	22
CREC_ECOLI	C6EBH2_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with CreB or PhoB, regulator of the CreBC regulon) (EC 2.7.1.-)	1,050.56	474	1	1	1
CRL_ECOLI	C6EA47_ECOBD	A	DNA-binding transcriptional regulator (Transcriptional regulator Crl)	8.364.626	133	1	1	1
CRP_ECOLI	C6EGA6_ECOBD	A	DNA-binding transcriptional dual regulator (Transcriptional regulator, Crp/Fnr family)	1,246.62	210	14	18	22
CSIE_ECOLI	C6EKH2_ECOBD	A	Stationary phase inducible protein (Transcriptional antiterminator, BglG)	9.605.262	426	1	1	1
CSPC_ECOLI	C6EC07_ECOBD	A	Cold-shock DNA-binding domain protein (Stress protein, member of the CspA-family)	1,905.92	69	1	1	1
CSRA_ECOLI	C6EJT5_ECOBD	A	Carbon storage regulator	1,268.61	61	1	1	1
CSRD_ECOLI	C6EGK8_ECOBD	B	Conserved inner membrane protein (Diguanylate cyclase/phosphodiesterase)	9.715.157	646	1	1	1
CUEO_ECOLI	C6EAT4_ECOBD	G	Multicopper oxidase (Laccase) (Multicopper oxidase type 3)	3,087.73	516	8	8	8
CUSR_ECOLI	C6EKD0_ECOBD	A	DNA-binding response regulator in two-component regulatory system with CusS (Two component heavy metal response transcriptional regulator, winged helix family)	1,280.58	227	1	1	1
CUSS_ECOLI	C6EKD1_ECOBD	B	Heavy metal sensor signal transduction histidine kinase (Sensory histidine kinase in two-component regulatory system with CusR, senses copper ions)	9.315.208	482	5	6	8
CVRA_ECOLI	C6EGS6_ECOBD	B	Potassium/proton antiporter (Sodium/hydrogen exchanger)	1,457.77	578	4	4	6
CYCA_ECOLI	C6ECD6_ECOBD	B	Amino acid permease-associated region (D-alanine/D-serine/glycine transporter)	1,654.85	470	5	7	43
CYDA_ECOLI	C6EJK5_ECOBD	B	Cytochrome bd ubiquinol oxidase subunit I (Cytochrome d terminal oxidase, subunit I) (EC 1.9.3.-)	1,646.96	522	21	30	149
CYDB_ECOLI	C6EJK4_ECOBD	B	Cytochrome d terminal oxidase, subunit II (EC 1.9.3.-) (Cytochrome d ubiquinol oxidase, subunit II)	2,047.99	379	4	5	6
CYDC_ECOLI	C6EI96_ECOBD	B	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydC (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	1,046.53	573	21	28	39
CYDD_ECOLI	C6EI95_ECOBD	B	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydD (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	1,354.79	588	21	31	83
CYOA_ECOLI	C6EL34_ECOBD	B	Cytochrome o ubiquinol oxidase subunit II (EC 1.10.3.-) (Ubiquinol oxidase, subunit II)	1,018.57	315	14	29	187
CYOB_ECOLI	C6EL35_ECOBD	B	Cytochrome o ubiquinol oxidase subunit I (EC 1.10.3.-) (Cytochrome o ubiquinol oxidase, subunit I) (EC 1.9.3.1)	1,199.54	663	15	23	86
CYSA_ECOLI	C6EL55_ECOBD	F1	Sulfate ABC transporter, ATPase subunit (Sulfate/thiosulfate transporter subunit)	1,780.97	365	1	1	2
CYSC_ECOLI	C6EJB7_ECOBD	B	Adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase)	8.164.323	201	1	1	2
CYSE_ECOLI	C6EDI2_ECOBD	A	Serine O-acetyltransferase (EC 2.3.1.30) (Serine acetyltransferase) (EC 2.3.1.30)	9.705.681	273	2	2	2
CYSK_ECOLI	C6EL63_ECOBD	A	Cysteine synthase (EC 2.5.1.47)	1,626.92	323	10	12	16
CYSP_ECOLI	C6EL52_ECOBD	G	Sulfate ABC transporter, periplasmic sulfate-binding protein (Thiosulfate transporter subunit)	1,602.85	338	7	9	12
CYSZ_ECOLI	C6EL65_ECOBD	B	Protein CysZ	2,102.10	253	3	5	8
DACA_ECOLI	C6EK61_ECOBD	F2	Beta-lactamase (EC 3.5.2.6) (D-alanyl-D-alanine carboxypeptidase (Penicillin-binding protein 5)) (EC 3.4.16.4)	1,646.91	403	32	43	93
DACB_ECOLI	C6EH45_ECOBD	F2	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4) (D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase) (EC 3.4.16.4)	9.404.987	477	23	25	25
DACC_ECOLI	C6EIU4_ECOBD	F2	Beta-lactamase (EC 3.5.2.6) (D-alanyl-D-alanine carboxypeptidase (Penicillin-binding protein 6a)) (EC 3.4.16.4)	1,171.59	400	16	19	26
DADA_ECOLI	C6EGS8_ECOBD	F1	D-amino acid dehydrogenase small subunit (EC 1.4.99.1) (D-amino-acid dehydrogenase) (EC 1.4.99.1)	8.203.871	432	21	27	55
DAMX_ECOLI	C6EFI8_ECOBD	B	Putative uncharacterized protein damX (Sporulation domain protein)	1,195.67	428	40	52	146
DAPA_ECOLI	C6EKN3_ECOBD	A	Dihydrodipicolinate synthase	2,372.25	292	2	2	2
DAPD_ECOLI	C6EAB9_ECOBD	A	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase)	9.864.214	274	7	10	19
DBHA_ECOLI	C6EE18_ECOBD	A	HU, DNA-binding transcriptional regulator, alpha subunit (Histone family protein DNA-binding protein)	1,244.70	90	1	1	1
DCD_ECOLI	C6EAP2_ECOBD	A	Deoxycytidine triphosphate deaminase (dCTP deaminase) (EC 3.5.4.13)	9.304.751	193	3	3	3
DCP_ECOLI	C6EDU8_ECOBD	A	Peptidyl-dipeptidase Dcp (EC 3.4.15.5)	1,180.60	703	2	2	3
DCRB_ECOLI	C6EFA2_ECOBD	E	Periplasmic protein (Putative uncharacterized protein)	9.444.909	185	20	32	118
DCTA_ECOLI	C6EEF5_ECOBD	B	C4-dicarboxylate transport protein (Sodium:dicarboxylate symporter)	1,412.67	428	2	3	4
DCUA_ECOLI	C6ECY7_ECOBD	B	Anaerobic c4-dicarboxylate antiporter, Dcu family (C4-dicarboxylate antiporter)	1,106.58	433	7	8	20
DDLA_ECOLI	C6ELK6_ECOBD	A	D-alanine/D-alanine ligase (EC 6.3.2.4) (D-alanylalanine synthetase) (EC 6.3.2.4)	1,501.84	364	1	1	1
DEAD_ECOLI	C6EH63_ECOBD	A	ATP-dependent RNA helicase (DEAD/DEAH box helicase domain protein)	3,029.74	629	2	2	2
DEDA_ECOLI	C6ELD6_ECOBD	B	Conserved inner membrane protein	9.064.679	219	2	3	7
DEDD_ECOLI	C6ELD9_ECOBD	B	Putative uncharacterized protein dedD (Sporulation domain protein)	1,263.66	220	7	10	17
DEF_ECOLI	C6EGI0_ECOBD	A	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	1,280.78	169	4	4	4
