Accession	Gene names	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names (OLN)	Entry name	Subcellular locations	Protein existence	Protein family	Protein names	Gene Ontology ID	Keywords	Length	Gene location	Accession	Gene names	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names (OLN)	Entry name	Subcellular locations	Protein existence	Protein family	Protein names	Gene Ontology ID	Keywords	Length	Gene location
P37330	glcB	glc	b2976	JW2943	MASZ_ECOLI	Cytoplasm. 	Evidence at protein level	Malate synthase family, GlcB subfamily	Malate synthase G (MSG) (EC 2.3.3.9)	"GO:0005737; GO:0009436; GO:0006097; GO:0004474; GO:0006099"	"3D-structure; Complete proteome; Cytoplasm; Direct protein sequencing; Glyoxylate bypass; Magnesium; Transferase; Tricarboxylic acid cycle"	723		C6EID5	glcB ECBD_0763 ECD_02844	glcB		ECBD_0763 ECD_02844	C6EID5_ECOBD	Cytoplasm. 	Inferred from homology	Malate synthase family, GlcB subfamily	Malate synthase (EC 2.3.3.9) (Malate synthase G) (EC 2.3.3.9)	"GO:0008415; GO:0005737; GO:0006097; GO:0004474; GO:0006099"	"Acyltransferase; Complete proteome; Cytoplasm; Glyoxylate bypass; Transferase; Tricarboxylic acid cycle"	723	
P0A8S1	iciA		b2916	JW2883	ICIA_ECOLI		Evidence at protein level		Chromosome initiation inhibitor (OriC replication inhibitor)	"GO:0006261; GO:0003681; GO:0032297; GO:0032582; GO:0043193; GO:0043565; GO:0003700; GO:0016566; GO:0006350; GO:0016563"	"Complete proteome; DNA-binding; Direct protein sequencing; Transcription; Transcription regulation"	297		C6EIJ3	iciA ECBD_0822 ECD_02747	iciA		ECBD_0822 ECD_02747	C6EIJ3_ECOBD		Predicted		Chromosome replication initiation inhibitor protein (Transcriptional regulator, ArgP, LysR family)	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	297	
P77165	yagT		b0286	JW0280	YAGT_ECOLI		Evidence at protein level		Putative xanthine dehydrogenase yagT iron-sulfur-binding subunit	"GO:0051537; GO:0033726; GO:0009055; GO:0046872; GO:0055114; GO:0042597; GO:0005515; GO:0006144; GO:0006166"	"2Fe-2S; Complete proteome; Iron; Iron-sulfur; Metal-binding; Oxidoreductase; Purine metabolism; Purine salvage; Signal"	229		C6EA37	yagT ECBD_3371 ECD_00245	yagT		ECBD_3371 ECD_00245	C6EA37_ECOBD		Predicted		(2Fe-2S)-binding domain protein (Predicted xanthine dehydrogenase, 2Fe-2S subunit)	"GO:0051537; GO:0009055; GO:0046872; GO:0055114; GO:0016491"	"2Fe-2S; Complete proteome; Iron; Iron-sulfur; Metal-binding"	229	
P77433	ykgG		b0308	JW5042	YKGG_ECOLI		Inferred from homology	LutC/ykgG family	Uncharacterized protein ykgG	"GO:0030272; GO:0005524; GO:0009396"	Complete proteome	231		C6ELS2	ykgG ECBD_3349 ECD_00264	ykgG		ECBD_3349 ECD_00264	C6ELS2_ECOBD		Predicted		Predicted transporter (Putative uncharacterized protein)	"GO:0030272; GO:0005524; GO:0009396"	Complete proteome	231	
P0ACM2	ydfH		b1540	JW1533	YDFH_ECOLI		Evidence at protein level		Uncharacterized HTH-type transcriptional regulator ydfH	"GO:0003677; GO:0005622; GO:0005515; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	228		C6EDU6	ydfH ECBD_2099 ECD_01499	ydfH		ECBD_2099 ECD_01499	C6EDU6_ECOBD		Predicted		Predicted DNA-binding transcriptional regulator (Transcriptional regulator, GntR family)	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	228	
P36561	cobS		b1992	JW1970	COBS_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at transcript level	CobS family	Cobalamin synthase (EC 2.-.-.-)	"GO:0051073; GO:0008818; GO:0009236; GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Cobalamin biosynthesis; Complete proteome; Membrane; Transferase; Transmembrane; Transmembrane helix"	247		C6EB80	cobS ECBD_1657 ECD_01901	cobS		ECBD_1657 ECD_01901	C6EB80_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology	CobS family	Cobalamin synthase (EC 2.-.-.-)	"GO:0008818; GO:0009236; GO:0015420; GO:0005886"	"Cell inner membrane; Cell membrane; Cobalamin biosynthesis; Complete proteome; Membrane; Transferase; Transmembrane; Transmembrane helix"	247	
P09377	rhaS	rhaC2	b3905	JW3876	RHAS_ECOLI	Cytoplasm. 	Evidence at protein level		HTH-type transcriptional activator rhaS (L-rhamnose operon regulatory protein rhaS)	"GO:0005737; GO:0006355; GO:0019299; GO:0043565; GO:0003700; GO:0006350"	"Activator; Complete proteome; Cytoplasm; DNA-binding; Repeat; Rhamnose metabolism; Transcription; Transcription regulation"	278		C6EEZ2	rhaS ECBD_4118 ECD_03791	rhaS		ECBD_4118 ECD_03791	C6EEZ2_ECOBD		Inferred from homology		DNA-binding transcriptional activator, L-rhamnose-binding (Transcriptional regulator, AraC family)	"GO:0005737; GO:0006355; GO:0019299; GO:0043565; GO:0003700; GO:0006350"	"Activator; Complete proteome; Cytoplasm; DNA-binding; Repeat; Rhamnose metabolism; Transcription; Transcription regulation"	278	
P76237	yeaJ		b1786	JW5291	YEAJ_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at transcript level		Putative diguanylate cylase YeaJ (DGC) (EC 2.7.7.65)	"GO:0009190; GO:0016021; GO:0046872; GO:0016849; GO:0005886; GO:0016740"	"Cell inner membrane; Cell membrane; Complete proteome; Magnesium; Membrane; Metal-binding; Transferase; Transmembrane; Transmembrane helix"	496		C6EC44	yeaJ ECBD_1858 ECD_01755	yeaJ		ECBD_1858 ECD_01755	C6EC44_ECOBD		Predicted		Diguanylate cyclase (Predicted diguanylate cyclase)	"GO:0009190; GO:0016849"	"Complete proteome; Signal"	496	
P77802	yagX		b0291	JW0285	YAGX_ECOLI		Predicted		Uncharacterized protein yagX	GO:0004180	"Complete proteome; Signal"	841		C6EA32	yagX ECBD_3366 ECD_00250	yagX		ECBD_3366 ECD_00250	C6EA32_ECOBD		Predicted		Predicted aromatic compound dioxygenase (Putative uncharacterized protein)	"GO:0004180; GO:0016702"	"Complete proteome; Dioxygenase; Oxidoreductase; Signal"	841	
P27306	sthA	sth udhA	b3962	JW5551	STHA_ECOLI	Cytoplasm. 	Evidence at protein level	Class-I pyridine nucleotide-disulfide oxidoreductase family	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	"GO:0050660; GO:0003957; GO:0045454; GO:0005737; GO:0055114"	"Complete proteome; Cytoplasm; Direct protein sequencing; FAD; Flavoprotein; NAD; NADP; Oxidoreductase"	466		C6EE47	udhA sthA ECBD_4062 ECD_03847	udhA	sthA	ECBD_4062 ECD_03847	C6EE47_ECOBD	Cytoplasm. 	Inferred from homology	Class-I pyridine nucleotide-disulfide oxidoreductase family	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	"GO:0050660; GO:0003957; GO:0045454; GO:0005737; GO:0055114"	"Complete proteome; Cytoplasm; FAD; Flavoprotein; NAD; NADP; Oxidoreductase"	466	
P0AEC0	yoaE		b1816	JW1805	YOAE_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	UPF0053 family	UPF0053 inner membrane protein yoaE	"GO:0050660; GO:0003824; GO:0016021; GO:0055114; GO:0005886"	"CBS domain; Cell inner membrane; Cell membrane; Complete proteome; Membrane; Repeat; Transmembrane; Transmembrane helix"	518		C6EC15	yoaE ECBD_1826 ECD_01786	yoaE		ECBD_1826 ECD_01786	C6EC15_ECOBD		Predicted		Fused predicted membrane protein/conserved protein (Integral membrane protein TerC)	"GO:0050660; GO:0003824; GO:0016021; GO:0055114"	Complete proteome	518	
P23721	serC	pdxC pdxF	b0907	JW0890	SERC_ECOLI	Cytoplasm. 	Evidence at protein level	Class-V pyridoxal-phosphate-dependent aminotransferase family, SerC subfamily	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	"GO:0006564; GO:0004648; GO:0005737; GO:0005515; GO:0030170; GO:0042823; GO:0008615"	"3D-structure; Amino-acid biosynthesis; Aminotransferase; Complete proteome; Cytoplasm; Direct protein sequencing; Pyridoxal phosphate; Pyridoxine biosynthesis; Serine biosynthesis; Transferase"	362		C6EI75	serC ECBD_2688 ECD_00911	serC		ECBD_2688 ECD_00911	C6EI75_ECOBD	Cytoplasm. 	Inferred from homology	"Class-V pyridoxal-phosphate-dependent aminotransferase family; Class-V pyridoxal-phosphate-dependent aminotransferase family, SerC subfamily"	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase)	"GO:0006564; GO:0004648; GO:0030170"	"Amino-acid biosynthesis; Aminotransferase; Complete proteome; Cytoplasm; Pyridoxal phosphate; Pyridoxine biosynthesis; Serine biosynthesis; Transferase"	362	
P0AC02	yfiO		b2595	JW2577	YFIO_ECOLI	"Cell outer membrane; Lipid-anchor. "	Evidence at protein level	UPF0169 (ComL) family	UPF0169 lipoprotein yfiO	"GO:0009279; GO:0005886; GO:0005515"	"Cell membrane; Cell outer membrane; Complete proteome; Lipoprotein; Membrane; Palmitate; Signal"	245		C6EJZ5	yfiO ECBD_1089 ECD_02485	yfiO		ECBD_1089 ECD_02485	C6EJZ5_ECOBD		Predicted		Outer membrane assembly lipoprotein YfiO (Predicted lipoprotein)	GO:0005488	"Complete proteome; Lipoprotein; Signal"	245	
P64557	ygfM		b2880	JW2848	YGFM_ECOLI		Predicted		Uncharacterized protein ygfM	"GO:0050660; GO:0055114; GO:0016491"	Complete proteome	259		C6EIM8	ygfM ECBD_0857 ECD_02713	ygfM		ECBD_0857 ECD_02713	C6EIM8_ECOBD		Predicted		Predicted oxidoreductase (Selenate reductase, FAD-binding subunit)	"GO:0050660; GO:0055114; GO:0016491"	Complete proteome	259	
P60872	yidE	yibE	b3685	JW3662	YIDE_ECOLI	"Cell membrane; Multi-pass membrane protein. "	Inferred from homology	AAE transporter (TC 2.A.81) family, YidE subfamily	Putative transport protein yidE	"GO:0008324; GO:0016021; GO:0005886; GO:0006813"	"Cell membrane; Complete proteome; Membrane; Repeat; Transmembrane; Transmembrane helix; Transport"	553		C6ED85	yidE ECBD_0018 ECD_03568	yidE		ECBD_0018 ECD_03568	C6ED85_ECOBD	"Cell membrane; Multi-pass membrane protein. "	Inferred from homology		Putative uncharacterized protein yidE (YidE/YbjL duplication)	"GO:0008324; GO:0016021; GO:0005886; GO:0006813"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	553	
P30850	rnb		b1286	JW1279	RNB_ECOLI	Cytoplasm. 	Evidence at protein level	Ribonuclease II (RNB) family	Exoribonuclease 2 (EC 3.1.13.1) (Exoribonuclease II) (RNase II) (Ribonuclease II)	"GO:0003723; GO:0006401; GO:0005737; GO:0008859; GO:0005515"	"3D-structure; Complete proteome; Cytoplasm; Exonuclease; Hydrolase; Nuclease; RNA-binding"	644		C6EFU6	rnb ECBD_2331 ECD_01263	rnb		ECBD_2331 ECD_01263	C6EFU6_ECOBD	Cytoplasm. 	Inferred from homology	Ribonuclease II (RNB) family	Exoribonuclease 2 (EC 3.1.13.1) (Exoribonuclease II)	"GO:0003723; GO:0005737; GO:0008859; GO:0006402"	"Complete proteome; Cytoplasm; Exonuclease; Hydrolase; Nuclease; RNA-binding"	644
P03819	kefC	trkC	b0047	JW0046	KEFC_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	Monovalent cation:proton antiporter 2 (CPA2) transporter (TC 2.A.37) family, KefC subfamily	Glutathione-regulated potassium-efflux system protein kefC (K(+)/H(+) antiporter)	"GO:0005488; GO:0003824; GO:0015503; GO:0016021; GO:0005886; GO:0006885; GO:0015299"	"3D-structure; Antiport; Cell inner membrane; Cell membrane; Complete proteome; Ion transport; Membrane; Potassium; Potassium transport; Transmembrane; Transmembrane helix; Transport"	620		C6EB06	kefC ECBD_3568 ECD_00051	kefC		ECBD_3568 ECD_00051	C6EB06_ECOBD		Predicted		Glutathione-regulated potassium-efflux system protein (Potassium efflux system protein)	"GO:0005488; GO:0003824; GO:0016021; GO:0006813; GO:0015299"	"Antiport; Complete proteome; Ion transport; Membrane; Potassium; Potassium transport; Transmembrane; Transmembrane helix; Transport"	620
P0AGD1	sodC		b1646	JW1638	SODC_ECOLI	Periplasm. 	Evidence at protein level	Cu-Zn superoxide dismutase family	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Bacteriocuprein)	"GO:0005507; GO:0030288; GO:0055114; GO:0004784; GO:0006801; GO:0008270"	"3D-structure; Antioxidant; Complete proteome; Copper; Direct protein sequencing; Disulfide bond; Metal-binding; Oxidoreductase; Periplasm; Signal; Zinc"	173		C6EDJ9	sodC ECBD_1997 ECD_01616	sodC		ECBD_1997 ECD_01616	C6EDJ9_ECOBD		Inferred from homology	Cu-Zn superoxide dismutase family	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	"GO:0046872; GO:0055114; GO:0004784; GO:0006801"	"Complete proteome; Copper; Metal-binding; Oxidoreductase; Signal; Zinc"	173
P39342	yjgR		b4263	JW4220	YJGR_ECOLI		Evidence at protein level		Uncharacterized protein yjgR	GO:0005515	Complete proteome	500		C6EC88	yjgR ECBD_3773 ECD_04129	yjgR		ECBD_3773 ECD_04129	C6EC88_ECOBD		Predicted		Predicted ATPase (Putative uncharacterized protein)		Complete proteome	500
P76552	eutH	yffU	b2452	JW2436	EUTH_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology	EutH family	Ethanolamine utilization protein eutH (Putative ethanolamine transporter)	"GO:0016021; GO:0005886; GO:0006810"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	408		C6EKR1	eutH ECBD_1239 ECD_02343	eutH		ECBD_1239 ECD_02343	C6EKR1_ECOBD		Predicted		Ethanolamine utilisation protein EutH (Predicted inner membrane protein)	"GO:0016021; GO:0006810"	Complete proteome	408
P29018	cydD	htrD	b0887	JW0870	CYDD_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	ABC transporter superfamily, Cysteine exporter (TC 3.A.1.129.1) family	ATP-binding/permease protein cydD	"GO:0005524; GO:0042626; GO:0016021; GO:0005886"	"ATP-binding; Cell inner membrane; Cell membrane; Complete proteome; Membrane; Nucleotide-binding; Transmembrane; Transmembrane helix; Transport"	588		C6EI95	cydD ECBD_2708 ECD_00891	cydD		ECBD_2708 ECD_00891	C6EI95_ECOBD		Predicted	ABC transporter superfamily	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydD (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	"GO:0005524; GO:0042626; GO:0016021"	"ATP-binding; Complete proteome; Nucleotide-binding"	588
P0AE74	citT	ybdS	b0612	JW0604	CITT_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	SLC13A transporter (TC 2.A.47) family, SODIT1 subfamily	Citrate carrier (Citrate transporter) (Citrate/succinate antiporter)	"GO:0015297; GO:0016021; GO:0005886; GO:0006814"	"Antiport; Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	487		C6EK82	citT ECBD_3040 ECD_00580	citT		ECBD_3040 ECD_00580	C6EK82_ECOBD		Predicted		Anion transporter (Citrate:succinate antiporter)	"GO:0016020; GO:0006814; GO:0055085; GO:0005215"	Complete proteome	487
P0ABV6	tolR		b0738	JW0728	TOLR_ECOLI	"Cell inner membrane; Single-pass type II membrane protein. "	Evidence at protein level	ExbD/tolR family	Protein tolR	"GO:0043213; GO:0016021; GO:0005886; GO:0005515; GO:0005215"	"Bacteriocin transport; Cell inner membrane; Cell membrane; Complete proteome; Membrane; Protein transport; Signal-anchor; Transmembrane; Transmembrane helix; Transport"	142		C6EJJ9	tolR ECBD_2922 ECD_00698	tolR		ECBD_2922 ECD_00698	C6EJJ9_ECOBD	"Membrane; Single-pass type II membrane protein. "	Inferred from homology	ExbD/tolR family	Membrane spanning protein in TolA-TolQ-TolR complex (Protein TolR)	"GO:0016021; GO:0015031; GO:0005215"	"Complete proteome; Membrane; Protein transport; Transmembrane; Transport"	142
P11290	yibD		b3615	JW3590	YIBD_ECOLI		Inferred from homology	Glycosyltransferase 2 family	Uncharacterized glycosyltransferase yibD (EC 2.4.-.-)	GO:0016757	"Complete proteome; Glycosyltransferase; Transferase"	344		C6EDH4	yibD ECBD_0110 ECD_03473	yibD		ECBD_0110 ECD_03473	C6EDH4_ECOBD		Predicted		Glycosyl transferase family 2 (Predicted glycosyl transferase)	GO:0016740	"Complete proteome; Transferase"	344
P0A6G3	ygaD		b2700	JW2670	YGAD_ECOLI		Evidence at protein level	CinA family	Protein ygaD		Complete proteome	165		C6EJT1	ygaD ECBD_1025 ECD_02550	ygaD		ECBD_1025 ECD_02550	C6EJT1_ECOBD		Predicted		CinA domain protein (Competence damage-inducible protein A)		Complete proteome	165
Q47150	dinJ		b0226	JW0216	DINJ_ECOLI		Predicted		DNA-damage-inducible protein J	"GO:0005515; GO:0015643"	Complete proteome	86		C6EA62	dinJ ECBD_3396 ECD_00221	dinJ		ECBD_3396 ECD_00221	C6EA62_ECOBD		Predicted		Addiction module antitoxin, RelB/DinJ family (Predicted antitoxin of YafQ-DinJ toxin-antitoxin system)		Complete proteome	86
P54901	csiE		b2535	JW5878	CSIE_ECOLI		Predicted		Stationary phase-inducible protein csiE	GO:0006355	"Complete proteome; Repeat"	426		C6EKH2	csiE ECBD_1149 ECD_02427	csiE		ECBD_1149 ECD_02427	C6EKH2_ECOBD		Predicted		Stationary phase inducible protein (Transcriptional antiterminator, BglG)	GO:0006355	Complete proteome	426
P77688	ylbG		b0502	JW5880	YLBG_ECOLI		Uncertain		Putative uncharacterized protein ylbG		Complete proteome	123		C6EKW3	ylbG ECBD_3155 ECD_00452	ylbG		ECBD_3155 ECD_00452	C6EKW3_ECOBD		Predicted		Predicted DNA-binding transcriptional regulator (Putative uncharacterized protein)	GO:0003677	"Complete proteome; DNA-binding"	123
P0ADP7	yigP		b3834	JW3811	YIGP_ECOLI		Evidence at protein level		Uncharacterized protein yigP	"GO:0005515; GO:0032934"	Complete proteome	201		C6EF62	yigP ECBD_4189 ECD_03727	yigP		ECBD_4189 ECD_03727	C6EF62_ECOBD		Predicted		Putative uncharacterized protein yigP (Sterol-binding domain protein)	GO:0032934	Complete proteome	201
P09163	yjaB		b4012	JW3972	YJAB_ECOLI		Evidence at protein level	Acetyltransferase family	Uncharacterized N-acetyltransferase yjaB (EC 2.3.1.-)	"GO:0008080; GO:0005515"	"3D-structure; Acyltransferase; Complete proteome; Transferase"	147		C6EE11	yjaB ECBD_4025 ECD_03884	yjaB		ECBD_4025 ECD_03884	C6EE11_ECOBD		Predicted		GCN5-related N-acetyltransferase (Predicted acetyltransferase)	GO:0008080	"Complete proteome; Transferase"	147
P30138	thiF		b3992	JW3956	THIF_ECOLI		Evidence at protein level	HesA/moeB/thiF family	Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.n3)	"GO:0005524; GO:0046872; GO:0016779; GO:0009228"	"3D-structure; ATP-binding; Complete proteome; Metal-binding; Nucleotide-binding; Nucleotidyltransferase; Thiamine biosynthesis; Thioester bond; Transferase; Zinc"	251		C6EE26	thiF ECBD_4040 ECD_03869	thiF		ECBD_4040 ECD_03869	C6EE26_ECOBD		Predicted		Thiamine biosynthesis protein ThiF (EC 2.7.7.-) (Thiazole biosynthesis adenylyltransferase ThiF)	"GO:0005488; GO:0016779"	"Complete proteome; Nucleotidyltransferase; Transferase"	251
P0A964	cheW		b1887	JW1876	CHEW_ECOLI	Cytoplasm. 	Evidence at protein level		Chemotaxis protein CheW	"GO:0006935; GO:0005737; GO:0004871"	"3D-structure; Chemotaxis; Complete proteome; Cytoplasm"	167		C6EBU0	cheW ECBD_1751 ECD_01858	cheW		ECBD_1751 ECD_01858	C6EBU0_ECOBD		Predicted		CheW protein (Purine-binding chemotaxis protein)	"GO:0006935; GO:0005622; GO:0004871"	Complete proteome	167
P39377	iadA	yjiF	b4328	JW4291	IADA_ECOLI	Cytoplasm. 	Evidence at protein level	Peptidase M38 family	Isoaspartyl dipeptidase (EC 3.4.19.-)	"GO:0005737; GO:0016810; GO:0046872; GO:0008237"	"3D-structure; Cobalt; Complete proteome; Cytoplasm; Direct protein sequencing; Hydrolase; Metal-binding; Metalloprotease; Protease; Zinc"	390		C6EBQ1	iadA ECBD_3703 ECD_04197	iadA		ECBD_3703 ECD_04197	C6EBQ1_ECOBD		Predicted		Isoaspartyl dipeptidase	GO:0016810	"Complete proteome; Hydrolase"	390
P33644	yfiH		b2593	JW2575	YFIH_ECOLI		Evidence at protein level	UPF0124 family	UPF0124 protein yfiH		"3D-structure; Complete proteome"	243		C6EJZ7	yfiH ECBD_1091 ECD_02483	yfiH		ECBD_1091 ECD_02483	C6EJZ7_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein yfiH)		Complete proteome	243
P76004	ycgM		b1180	JW1169	YCGM_ECOLI		Evidence at protein level	FAH family	Uncharacterized protein ycgM	"GO:0003824; GO:0046872"	"3D-structure; Complete proteome; Metal-binding"	219		C6EGT6	ycgM ECBD_2442 ECD_01155	ycgM		ECBD_2442 ECD_01155	C6EGT6_ECOBD		Predicted		5-carboxymethyl-2-hydroxymuconate Delta-isomerase (EC 5.3.3.10) (Predicted isomerase/hydrolase)	"GO:0008704; GO:0016787"	"Complete proteome; Hydrolase; Isomerase"	219
P0AAW5	ybhQ		b0791	JW0774	YBHQ_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level		Inner membrane protein ybhQ	"GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	136		C6EIZ1	ybhQ ECBD_2832 ECD_00758	ybhQ		ECBD_2832 ECD_00758	C6EIZ1_ECOBD		Predicted		Predicted inner membrane protein (Putative uncharacterized protein)		Complete proteome	136
P36879	yadG		b0127	JW0123	YADG_ECOLI		Evidence at protein level	ABC transporter superfamily	Uncharacterized ABC transporter ATP-binding protein yadG	"GO:0005524; GO:0016887; GO:0005515; GO:0006810"	"ATP-binding; Complete proteome; Nucleotide-binding; Transport"	308		C6EAT0	yadG ECBD_3492 ECD_00126	yadG		ECBD_3492 ECD_00126	C6EAT0_ECOBD		Predicted	ABC transporter superfamily	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)	"GO:0005524; GO:0016887"	"ATP-binding; Complete proteome; Nucleotide-binding"	308
P29012	dadX	alnB dadB	b1190	JW1179	ALR2_ECOLI		Evidence at transcript level	Alanine racemase family	Alanine racemase, catabolic (EC 5.1.1.1)	"GO:0006522; GO:0008784"	"Complete proteome; Isomerase; Pyridoxal phosphate"	356		C6EGS7	dadX ECBD_2432 ECD_01165	dadX		ECBD_2432 ECD_01165	C6EGS7_ECOBD		Inferred from homology	Alanine racemase family	Alanine racemase (EC 5.1.1.1)	"GO:0006522; GO:0008784; GO:0009252; GO:0030170"	"Complete proteome; Isomerase; Pyridoxal phosphate"	356
Q46857	dkgA	yqhE	b3012	JW5499	DKGA_ECOLI	Cytoplasm. 	Evidence at protein level	Aldo/keto reductase family	2,5-diketo-D-gluconic acid reductase A (2,5-DKG reductase A) (2,5-DKGR A) (25DKGR-A) (EC 1.1.1.274) (AKR5C)	"GO:0050580; GO:0019853; GO:0005737; GO:0055114"	"3D-structure; Ascorbate biosynthesis; Complete proteome; Cytoplasm; NADP; Oxidoreductase"	275		C6EHY2	dkgA ECBD_0728 ECD_02885	dkgA		ECBD_0728 ECD_02885	C6EHY2_ECOBD		Predicted		2,5-didehydrogluconate reductase (EC 1.1.1.274) (2,5-diketo-D-gluconate reductase A) (EC 1.1.1.274)	"GO:0050580; GO:0055114"	"Complete proteome; Oxidoreductase"	275
P76090	ynbA		b1408	JW1405	YNBA_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level		Inner membrane protein ynbA	"GO:0016021; GO:0008654; GO:0016780; GO:0005886"	"Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	201		C6EEV5	ynbA ECBD_2232 ECD_01363	ynbA		ECBD_2232 ECD_01363	C6EEV5_ECOBD		Predicted		CDP-alcohol phosphatidyltransferase (Predicted inner membrane protein)	"GO:0016020; GO:0008654; GO:0016780"	"Complete proteome; Transferase"	201
P09029	purK		b0522	JW0511	PURK_ECOLI		Evidence at protein level	PurK/purT family	Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21) (AIR carboxylase) (AIRC)	"GO:0006189; GO:0005524; GO:0004638"	"3D-structure; ATP-binding; Complete proteome; Decarboxylase; Direct protein sequencing; Lyase; Nucleotide-binding; Purine biosynthesis"	355		C6EKU4	purK ECBD_3136 ECD_00472	purK		ECBD_3136 ECD_00472	C6EKU4_ECOBD		Predicted		Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (Phosphoribosylaminoimidazole carboxylase, ATPase subunit) (EC 4.1.1.21)	"GO:0006189; GO:0005524; GO:0004638"	"Complete proteome; Lyase"	355
P0AGB0	serB		b4388	JW4351	SERB_ECOLI		Evidence at protein level	SerB family	Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)	"GO:0006564; GO:0005737; GO:0000287; GO:0004647; GO:0005515"	"Amino-acid biosynthesis; Complete proteome; Hydrolase; Serine biosynthesis"	322		C6EBI3	serB ECBD_3632 ECD_04264	serB		ECBD_3632 ECD_04264	C6EBI3_ECOBD		Predicted		3-phosphoserine phosphatase (EC 3.1.3.3) (Phosphoserine phosphatase SerB) (EC 3.1.3.3)	"GO:0006564; GO:0004647"	"Complete proteome; Hydrolase"	322
P11350	narI	chlI	b1227	JW1218	NARI_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level		Respiratory nitrate reductase 1 gamma chain (EC 1.7.99.4) (Cytochrome B-NR) (Nitrate reductase A subunit gamma) (Quinol-nitrate oxidoreductase subunit gamma)	"GO:0009061; GO:0017004; GO:0009055; GO:0022900; GO:0016021; GO:0005506; GO:0042128; GO:0008940; GO:0009325; GO:0005886; GO:0006810"	"3D-structure; Cell inner membrane; Cell membrane; Complete proteome; Direct protein sequencing; Electron transport; Formylation; Heme; Iron; Membrane; Metal-binding; Nitrate assimilation; Oxidoreductase; Transmembrane; Transmembrane helix; Transport"	225		C6EGN6	narI ECBD_2391 ECD_01205	narI		ECBD_2391 ECD_01205	C6EGN6_ECOBD		Predicted		Nitrate reductase 1, gamma (Cytochrome b(NR)) subunit (EC 1.7.99.4) (Respiratory nitrate reductase, gamma subunit) (EC 1.7.99.4)	"GO:0008940; GO:0009325; GO:0055114"	"Complete proteome; Oxidoreductase"	225
P24238	yebB		b1862	JW5306	YEBB_ECOLI		Predicted		Uncharacterized protein yebB		Complete proteome	200		C6EBW5	yebB ECBD_1776 ECD_01833	yebB		ECBD_1776 ECD_01833	C6EBW5_ECOBD		Predicted		Putative uncharacterized protein (Putative uncharacterized protein yebB)		Complete proteome	200
